População Economicamente Ativa (PEA) - Total
Sigla,Código,Município,1970,1980,1991,2000,
RS,4307906,Farroupilha,7985,15285,24854.92187064,32112.5938679101,
RS,4308003,Faxinal do Soturno,2526,3774,4181.59447739,3701.76946561,
RS,4308052,Faxinalzinho,,,1404.91895323,1514.01606691,
RS,4308078,Fazenda Vilanova,,,,1338.11656066,
RS,4308102,Feliz,6165,5905,8082.03685313,6476.90730303,
RS,4308201,Flores da Cunha,4759,8097,11134.60874918,14853.35258921,
RS,4308250,Floriano Peixoto,,,,1380.13326635,
RS,4308300,Fontoura Xavier,6518,5609,6288.84726645,5471.60556729,
RS,4308409,Formigueiro,2956,2510,2924.87978007,3076.94324499,
RS,4308433,Forquetinha,,,,,
RS,4308458,Fortaleza dos Valos,,,2015.34894032,2461.28421656,
RS,4308508,Frederico Westphalen,7666,12103,11803.41049976,14288.00295571,
RS,4308607,Garibaldi,7950,9409,12050.87125183,16990.13688594,
RS,4308656,Garruchos,,,,1475.50594085,
RS,4308706,Gaurama,6171,6169,3712.53086705,4081.48337356,
RS,4308805,General Câmara,3986,3815,4631.74029327,3860.38470416,
RS,4308854,Gentil,,,,1111.07401832,
RS,4308904,Getúlio Vargas,11001,9965,9804.35369745,8306.33829731,
RS,4309001,Giruá,10587,10389,10977.89970898,9145.62237407,
RS,4309050,Glorinha,,,1934.59320538,2665.06773686,
RS,4309100,Gramado,4664,7811,11108.19858148,16489.74431379,
RS,4309126,Gramado dos Loureiros,,,,1342.72102032,
RS,4309159,Gramado Xavier,,,,2123.8260995,
RS,4309209,Gravataí,15893,41814,71489.7860155301,112276.1488124,
RS,4309258,Guabiju,,,811.58903906,1034.15292925,
RS,4309308,Guaíba,11443,22549,33775.45508499,45082.9847674701,
RS,4309407,Guaporé,8222,12680,10116.78419431,11518.61933135,
RS,4309506,Guarani das Missões,4678,3835,5829.30649167,4926.47885886,
RS,4309555,Harmonia,,,1565.89746535,2110.71998127,
RS,4309571,Herveiras,,,,1851.78325497,
RS,4309605,Horizontina,8022,8110,8398.141953,9408.08146048,
RS,4309654,Hulha Negra,,,,2265.30186284,
RS,4309704,Humaitá,5643,4252,3101.44253158,3257.97872677,
RS,4309753,Ibarama,,,2913.70030123,3209.65544272,
RS,4309803,Ibiaçá,2315,2360,2791.49315001,3141.56751729,
RS,4309902,Ibiraiaras,2459,2977,4045.31094682,4138.05231886,
RS,4309951,Ibirapuitã,,,2662.2593206,2163.07689321,
RS,4310009,Ibirubá,6842,7152,8646.66610627,10264.5869787,
RS,4310108,Igrejinha,3464,6474,10915.01734095,15297.14788746,
RS,4310207,Ijuí,16432,26894,33131.8774943901,40510.9153550402,
RS,4310306,Ilópolis,1300,1774,2067.65416186,2529.18492382,
RS,4310330,Imbé,,,2695.98541619,5546.91553319,
RS,4310363,Imigrante,,,2524.71541924,2604.844979,
RS,4310405,Independência,3546,3227,4230.7520656,3895.42136927,
RS,4310413,Inhacorá,,,,1271.73851156,
RS,4310439,Ipê,,,2793.25994081,2952.73562065,
RS,4310462,Ipiranga do Sul,,,1209.86409749,1281.142188,
RS,4310504,Iraí,4766,4871,4540.06658224,5519.87908924,
RS,4310538,Itaara,,,,2153.48147916,
RS,4310553,Itacurubi,,,1298.5822071,1452.34790989,
RS,4310579,Itapuca,,,,1584.17026735,
RS,4310603,Itaqui,8617,12356,15008.3369308,17764.38051769,
RS,4310652,Itati,,,,,
RS,4310702,Itatiba do Sul,4215,3014,3356.93490756,2765.53982626,
RS,4310751,Ivorá,,,1234.12391764,1396.09015817,
RS,4310801,Ivoti,2944,4622,8925.27558382,8693.06453519,
RS,4310850,Jaboticaba,,,2811.14023646,2504.82732288,
RS,4310876,Jacuizinho,,,,,
RS,4310900,Jacutinga,3044,2675,3728.82599515,2327.64664995,
RS,4311007,Jaguarão,7343,9407,11701.33488554,13246.82654727,
RS,4311106,Jaguari,6823,5427,5041.07927566,6511.14218221,
RS,4311122,Jaquirana,,,1534.01404161,1617.9255601,
RS,4311130,Jari,,,,2073.10997624,
RS,4311155,Jóia,,,3053.13294795,3859.98473942,
RS,4311205,Júlio de Castilhos,7566,8423,10231.08245449,9167.40881022,
RS,4311239,Lagoa Bonita do Sul,,,,,
RS,4311254,Lagoão,,,2888.77092605,3309.23673905,
RS,4311270,Lagoa dos Três Cantos,,,,851.55527148,
RS,4311304,Lagoa Vermelha,8628,9698,12068.47345847,13779.24832905,
RS,4311403,Lajeado,25699,34232,33667.28453222,36073.13946931,
RS,4311429,Lajeado do Bugre,,,,1230.2086016,
RS,4311502,Lavras do Sul,3559,3301,3885.13721898,3827.34748778,
RS,4311601,Liberato Salzano,3166,4404,3980.85042703,4034.49745659,
RS,4311627,Lindolfo Collor,,,,2419.11391851,
RS,4311643,Linha Nova,,,,1057.94805871,
RS,4311700,Machadinho,2871,2689,2917.55997509,2935.48810363,
RS,4311718,Maçambara,,,,1993.8014597,
RS,4311734,Mampituba,,,,1962.14424385,
RS,4311759,Manoel Viana,,,,3209.68641232,
RS,4311775,Maquiné,,,,3735.16724286,
RS,4311791,Maratá,,,,1829.64493043,
RS,4311809,Marau,9091,9737,11773.65353012,15917.34161286,
RS,4311908,Marcelino Ramos,3065,2921,3680.34280807,3517.65542109,
RS,4311981,Mariana Pimentel,,,,1693.65060257,
RS,4312005,Mariano Moro,1956,1674,1356.99963823,1440.48335493,
RS,4312054,Marques de Souza,,,,2745.97454227,
RS,4312104,Mata,2159,2504,2235.09153555,2835.85400202,
RS,4312138,Mato Castelhano,,,,1127.42224273,
RS,4312153,Mato Leitão,,,,2021.84652598,
RS,4312179,Mato Queimado,,,,,
RS,4312203,Maximiliano de Almeida,2350,2296,3601.21773869,2643.33214408,
RS,4312252,Minas do Leão,,,,2958.14909047,
RS,4312302,Miraguaí,3108,3249,2852.62485289,2852.87558706,
RS,4312351,Montauri,,,1149.72407242,1184.87308871,
RS,4312377,Monte Alegre dos Campos,,,,1050.81488598,
RS,4312385,Monte Belo do Sul,,,,1941.48428487,
RS,4312401,Montenegro,17110,18935,21406.60728558,26818.02727777,
RS,4312427,Mormaço,,,,1304.37446788,
RS,4312443,Morrinhos do Sul,,,,2273.74995592,
RS,4312450,Morro Redondo,,,2573.86702502,3294.08032727,
RS,4312476,Morro Reuter,,,,3058.58968496,
RS,4312500,Mostardas,4573,5262,3739.04450908,5187.49044419,
RS,4312609,Muçum,3891,3717,4191.91627617,2697.61419972,
RS,4312617,Muitos Capões,,,,1230.56015297,
RS,4312625,Muliterno,,,,992.75120959,
RS,4312658,Não-Me-Toque,3689,5381,6229.69619685,7475.15688496,
RS,4312674,Nicolau Vergueiro,,,,915.19101444,
RS,4312708,Nonoai,8983,9816,8856.23256486,5461.8109909,
RS,4312757,Nova Alvorada,,,1255.72382864,1784.6524508,
RS,4312807,Nova Araçá,820,1169,1541.15870938,1762.30367648,
RS,4312906,Nova Bassano,2124,3633,3145.59466577,4741.6412076,
RS,4312955,Nova Boa Vista,,,,1343.90348915,
RS,4313003,Nova Bréscia,3364,4096,3120.20532517,2879.74181603,
RS,4313011,Nova Candelária,,,,2024.98465155,
RS,4313037,Nova Esperança do Sul,,,1545.77647457,2395.13589435,
RS,4313060,Nova Hartz,,,5302.85104315,8574.64821612,
RS,4313086,Nova Pádua,,,,1704.48489207,
RS,4313102,Nova Palma,2336,2987,3864.7101734,3433.68346487,
RS,4313201,Nova Petrópolis,4641,5955,9617.18790641,10764.27091102,
RS,4313300,Nova Prata,6605,9975,7453.73091718,9957.44398695,
RS,4313334,Nova Ramada,,,,1660.63982176,
RS,4313359,Nova Roma do Sul,,,1363.42151516,2074.47348256,
RS,4313375,Nova Santa Rita,,,,7399.62799353,
RS,4313391,Novo Cabrais,,,,2174.34086035,
RS,4313409,Novo Hamburgo,33352,65856,99843.8758402893,121140.837084299,
RS,4313425,Novo Machado,,,,2987.236917,
RS,4313441,Novo Tiradentes,,,,1526.45951141,
RS,4313466,Novo Xingu,,,,,
RS,4313490,Novo Barreiro,,,,2073.02604012,
RS,4313508,Osório,17014,23648,15600.67115681,18174.76661171,
RS,4313607,Paim Filho,3237,4255,2978.04104712,3193.82939667,
RS,4313656,Palmares do Sul,,,4724.53666787,4929.7092799,
RS,4313706,Palmeira das Missões,17909,24280,22388.99433367,18581.66484687,
RS,4313805,Palmitinho,4440,5563,5520.29317006,4642.39878562,
RS,4313904,Panambi,5193,8713,12421.23119235,17903.33716585,
RS,4313953,Pantano Grande,,,4042.65370767,4920.39553432,
RS,4314001,Paraí,1466,2211,2395.3008388,3909.34837013,
RS,4314027,Paraíso do Sul,,,3349.2527989,4165.53407903,
RS,4314035,Pareci Novo,,,,1710.4340065,
RS,4314050,Parobé,,,16867.54361225,24288.9510824699,
RS,4314068,Passa Sete,,,,3124.49797689,
RS,4314076,Passo do Sobrado,,,,3316.94027521,
RS,4314100,Passo Fundo,28826,46620,63926.68800386,83746.55785501,
RS,4314134,Paulo Bento,,,,,
RS,4314159,Paverama,,,3685.67215479,4272.88154874,
RS,4314175,Pedras Altas,,,,,
RS,4314209,Pedro Osório,4805,5128,6237.88464143,3249.43193131,
RS,4314308,Pejuçara,1172,1354,1661.20274096,2586.07140576,
RS,4314407,Pelotas,66674,106948,124416.743628739,152095.39776168,
RS,4314423,Picada Café,,,,2879.62432541,
RS,4314456,Pinhal,,,1345.567069,1684.41074334,
RS,4314464,Pinhal da Serra,,,,,
RS,4314472,Pinhal Grande,,,,2782.76161435,
RS,4314498,Pinheirinho do Vale,,,,2764.55101518,
RS,4314506,Pinheiro Machado,4671,5816,6513.69663975,6189.65005456,
RS,4314548,Pinto Bandeira,,,,,
RS,4314555,Pirapó,,,1913.5198002,2106.18684931,
RS,4314605,Piratini,7859,7187,7101.3182042,8428.92375005,
RS,4314704,Planalto,5883,6337,7855.49783278,5798.28580636,
RS,4314753,Poço das Antas,,,901.93514354,1368.13824596,
RS,4314779,Pontão,,,,1729.18815889,
RS,4314787,Ponte Preta,,,,1487.78718766,
RS,4314803,Portão,2334,4626,8422.12263084,12220.64973188,
RS,4314902,Porto Alegre,322461,508440,583059.381843362,704511.179550014,
RS,4315008,Porto Lucena,5408,4648,3873.9155893,3934.40586773,
RS,4315057,Porto Mauá,,,,1824.07412222,
RS,4315073,Porto Vera Cruz,,,,1494.95211559,
RS,4315107,Porto Xavier,5525,4740,5136.61825545,5938.92797207,
RS,4315131,Pouso Novo,,,1267.72351096,956.29867456,
RS,4315149,Presidente Lucena,,,,1283.01265185,
RS,4315156,Progresso,,,4395.82806537,4168.03488999,
RS,4315172,Protásio Alves,,,1202.52249446,1093.70117242,
RS,4315206,Putinga,2826,3192,2392.55232329,2811.64054574,
RS,4315305,Quaraí,6630,7725,8956.20230107,10901.44141767,
RS,4315313,Quatro Irmãos,,,,,
RS,4315321,Quevedos,,,,1420.75424026,
RS,4315354,Quinze de Novembro,,,1510.35288668,1880.5540825,
RS,4315404,Redentora,3537,3454,2993.74560917,3760.74169059,
RS,4315453,Relvado,,,1341.7460256,1606.15589683,
RS,4315503,Restinga Seca,4641,5254,5697.47740174,7065.72341508,
RS,4315552,Rio dos Índios,,,,2668.3648352,
RS,4315602,Rio Grande,37501,57390,70090.81141179,80751.2604758095,
RS,4315701,Rio Pardo,17340,18800,18659.97669422,17122.9160296,
RS,4315750,Riozinho,,,1637.23594278,2222.14166094,
RS,4315800,Roca Sales,3964,4346,5466.21186238,5614.88445198,
RS,4315909,Rodeio Bonito,3780,5349,6216.58889755,3198.88720716,
RS,4315958,Rolador,,,,,
RS,4316006,Rolante,7246,5262,7112.40741544,9830.24112192,
RS,4316105,Ronda Alta,5367,5220,5282.48199354,4730.65752078,
RS,4316204,Rondinha,2277,3438,3312.8480903,3498.25167225,
RS,4316303,Roque Gonzales,3801,2962,4294.62992749,4201.81521351,
RS,4316402,Rosário do Sul,11327,14380,15743.48956309,17849.89853097,
RS,4316428,Sagrada Família,,,,1541.3680578,
RS,4316436,Saldanha Marinho,,,1612.88470179,1673.6354801,
RS,4316451,Salto do Jacuí,,,4803.16546555,6032.78718909,
RS,4316477,Salvador das Missões,,,,1704.36230643,
RS,4316501,Salvador do Sul,6969,8090,4046.85044167,4351.7353579,
RS,4316600,Sananduva,4578,5774,7218.36859088,8562.81733745,
RS,4316709,Santa Bárbara do Sul,3228,4450,4197.51259013,4661.70271743,
RS,4316733,Santa Cecília do Sul,,,,,
RS,4316758,Santa Clara do Sul,,,,3186.80542652,
RS,4316808,Santa Cruz do Sul,37391,50166,62886.16155821,58125.1264903502,
RS,4316907,Santa Maria,44604,65181,88035.2842331397,113593.54747524,
RS,4316956,Santa Maria do Herval,,,2978.33171118,3909.78343464,
RS,4316972,Santa Margarida do Sul,,,,,
RS,4317004,Santana da Boa Vista,3157,2752,3308.7129263,3691.49589155,
RS,4317103,Santana do Livramento,20135,26099,34194.7255601601,42697.0380390201,
RS,4317202,Santa Rosa,14554,20626,24212.05290864,32965.61000554,
RS,4317251,Santa Tereza,,,,970.81896331,
RS,4317301,Santa Vitória do Palmar,8788,10958,14648.25535269,15390.73529063,
RS,4317400,Santiago,12764,16086,21307.32657131,24876.91326172,
RS,4317509,Santo Ângelo,30884,37779,32606.54471925,37732.65931711,
RS,4317558,Santo Antônio do Palma,,,,1430.21859365,
RS,4317608,Santo Antônio da Patrulha,17961,15495,17732.6922556,18558.28834902,
RS,4317707,Santo Antônio das Missões,3855,4240,4918.86388068,5506.09542636,
RS,4317756,Santo Antônio do Planalto,,,,907.81215854,
RS,4317806,Santo Augusto,4310,6226,7909.1540221,7280.96951206,
RS,4317905,Santo Cristo,5835,5769,9155.50584612,9523.06838205,
RS,4317954,Santo Expedito do Sul,,,,1324.02649268,
RS,4318002,São Borja,14869,19620,24527.0748612499,28670.26005776,
RS,4318051,São Domingos do Sul,,,1245.63020892,1660.31953647,
RS,4318101,São Francisco de Assis,8669,8762,10103.38206169,9287.60164774,
RS,4318200,São Francisco de Paula,10236,8242,7494.55794195,8871.32326271,
RS,4318309,São Gabriel,15159,19583,23549.5590146,28529.18312256,
RS,4318408,São Jerônimo,9745,17236,11375.42225883,9175.54034843,
RS,4318424,São João da Urtiga,,,2814.26095916,2758.46359358,
RS,4318432,São João do Polêsine,,,,1468.52362022,
RS,4318440,São Jorge,,,1561.87022911,1627.13311596,
RS,4318457,São José das Missões,,,,1602.91016262,
RS,4318465,São José do Herval,,,1319.23535625,939.56037026,
RS,4318481,São José do Hortêncio,,,1334.57006556,2035.30698613,
RS,4318499,São José do Inhacorá,,,,1705.30744523,
RS,4318507,São José do Norte,6595,10417,9591.27172479,10663.14158466,
RS,4318606,São José do Ouro,3715,4362,4829.75408609,3260.49545844,
RS,4318614,São José do Sul,,,,,
RS,4318622,São José dos Ausentes,,,,1233.87174499,
RS,4318705,São Leopoldo,20955,43275,76880.6558237802,94740.25745409,
RS,4318804,São Lourenço do Sul,15147,19672,20022.59404631,23773.18422714,
RS,4318903,São Luiz Gonzaga,13629,16712,16589.2675418,18348.76217163,
RS,4319000,São Marcos,2743,5341,7969.76944448,10307.45169833,
RS,4319109,São Martinho,4730,3758,3551.57447036,3632.49958814,
RS,4319125,São Martinho da Serra,,,,1248.26804434,
RS,4319158,São Miguel das Missões,,,2675.23041452,3667.92527998,
RS,4319208,São Nicolau,4470,3685,2601.64484992,2996.61968417,
RS,4319307,São Paulo das Missões,3753,3235,4029.22480382,4248.36237555,
RS,4319356,São Pedro da Serra,,,,1670.68707135,
RS,4319364,São Pedro das Missões,,,,,
RS,4319372,São Pedro do Butiá,,,,1718.49603326,
RS,4319406,São Pedro do Sul,6403,8178,9094.4178975,7993.92362966,
RS,4319505,São Sebastião do Caí,9619,11880,7461.55317659,9807.08027927,
RS,4319604,São Sepé,8443,9302,12204.45186336,10759.91019959,
RS,4319703,São Valentim,8943,5401,4222.26478226,2442.50248878,
RS,4319711,São Valentim do Sul,,,,1380.9336135,
RS,4319737,São Valério do Sul,,,,1599.76352705,
RS,4319752,São Vendelino,,,748.1164055,924.9442069,
RS,4319802,São Vicente do Sul,2444,2691,2993.10307336,3761.74973932,
RS,4319901,Sapiranga,7539,20017,30650.7895523799,37386.1702536101,
RS,4320008,Sapucaia do Sul,11179,31200,44094.2504666803,57408.2682038601,
RS,4320107,Sarandi,6110,9409,11412.69779655,8578.38863398,
RS,4320206,Seberi,4213,5738,5618.29641166,6467.55322915,
RS,4320230,Sede Nova,,,1881.46738049,1896.05755616,
RS,4320263,Segredo,,,3848.28503082,3980.44421075,
RS,4320305,Selbach,1300,1701,2394.98977082,2784.12247606,
RS,4320321,Senador Salgado Filho,,,,1871.58500507,
RS,4320354,Sentinela do Sul,,,,2209.31338628,
RS,4320404,Serafina Corrêa,2949,4649,4745.80430036,5988.92977268,
RS,4320453,Sério,,,,2029.72596056,
RS,4320503,Sertão,4424,2884,3962.26460626,3787.05699551,
RS,4320552,Sertão Santana,,,,2672.74121727,
RS,4320578,Sete de Setembro,,,,1436.15550495,
RS,4320602,Severiano de Almeida,2401,1840,2755.16966535,2763.43802927,
RS,4320651,Silveira Martins,,,1127.35961385,1328.38616327,
RS,4320677,Sinimbu,,,,5841.61463028,
RS,4320701,Sobradinho,9230,13448,10521.64414325,8407.94755621,
RS,4320800,Soledade,14781,18654,12960.09300741,14491.39144464,
RS,4320859,Tabaí,,,,1785.56481812,
RS,4320909,Tapejara,7512,8706,9517.82711913,8110.05920249,
RS,4321006,Tapera,2828,3928,4944.51849308,5629.69218903,
RS,4321105,Tapes,8158,8518,8109.72708768,7645.46698413,
RS,4321204,Taquara,10952,18149,19542.49892299,27126.15722193,
RS,4321303,Taquari,8333,10915,10815.10916134,12624.57265759,
RS,4321329,Taquaruçu do Sul,,,1870.21920836,2083.0713138,
RS,4321352,Tavares,,,2917.97982894,3182.39573335,
RS,4321402,Tenente Portela,14559,13668,10813.01450977,7939.45700194,
RS,4321436,Terra de Areia,,,3971.33114877,5248.24146673,
RS,4321451,Teutônia,,,10397.68399644,13387.57528006,
RS,4321469,Tio Hugo,,,,,
RS,4321477,Tiradentes do Sul,,,,4955.35888519,
RS,4321493,Toropi,,,,2228.12356662,
RS,4321501,Torres,11173,15180,15667.3829301,15171.0092445,
RS,4321600,Tramandaí,3736,7171,7800.77522875,13866.13811521,
RS,4321626,Travesseiro,,,,1756.15037264,
RS,4321634,Três Arroios,,,1814.86673051,2157.31764413,
RS,4321667,Três Cachoeiras,,,3036.84267556,5261.00607809,
RS,4321709,Três Coroas,2769,5338,8419.08458035,11808.07104707,
RS,4321808,Três de Maio,11577,11382,13734.90931494,13946.29036536,
RS,4321832,Três Forquilhas,,,,1763.63032861,
RS,4321857,Três Palmeiras,,,2552.8451165,2536.7223842,
RS,4321907,Três Passos,15988,21167,21748.32232449,14175.09317058,
RS,4321956,Trindade do Sul,,,2524.22903836,3039.88337523,
RS,4322004,Triunfo,4825,5087,7037.65758404,10368.73494363,
RS,4322103,Tucunduva,5672,5218,6770.8271287,3277.38421127,
RS,4322152,Tunas,,,2184.98917861,2315.45806693,
RS,4322186,Tupanci do Sul,,,,770.23920191,
RS,4322202,Tupanciretã,7729,8924,9637.82831916,9257.91670871,
RS,4322251,Tupandi,,,1268.97635191,2186.73075857,
RS,4322301,Tuparendi,6202,5130,5779.68187411,6074.7568118,
RS,4322327,Turuçu,,,,2137.19264801,
RS,4322343,Ubiretama,,,,1961.96237138,
RS,4322350,União da Serra,,,,1260.49807333,
RS,4322376,Unistalda,,,,905.48410418,
RS,4322400,Uruguaiana,23519,34838,48553.1186103101,58744.6623959602,
RS,4322509,Vacaria,16048,21071,25068.90107005,27254.25577579,
RS,4322525,Vale Verde,,,,1596.24974189,
RS,4322533,Vale do Sol,,,,6723.13470854,
RS,4322541,Vale Real,,,,2450.34442237,
RS,4322558,Vanini,,,1025.26854116,1203.35328581,
RS,4322608,Venâncio Aires,20096,25955,29152.62763129,34938.24225129,
RS,4322707,Vera Cruz,5053,7429,9705.6071045,11348.75864858,
RS,4322806,Veranópolis,7798,9707,8273.72550421,10940.13160317,
RS,4322855,Vespasiano Correa,,,,1411.30136069,
RS,4322905,Viadutos,3836,3277,5015.05605986,3510.94683185,
RS,4323002,Viamão,18721,42919,70636.2071005701,104779.29363201,
RS,4323101,Vicente Dutra,2724,3994,3398.56029422,3489.47218937,
RS,4323200,Victor Graeff,1531,1407,1864.5528343,2421.13814984,
RS,4323309,Vila Flores,,,1302.95860232,1805.36577602,
RS,4323358,Vila Lângaro,,,,1112.03491543,
RS,4323408,Vila Maria,,,2086.60459831,2424.67239392,
RS,4323457,Vila Nova do Sul,,,,1829.57014073,
RS,4323507,Vista Alegre,,,1339.98402775,2069.85630113,
RS,4323606,Vista Alegre do Prata,,,750.44105924,1097.79128413,
RS,4323705,Vista Gaúcha,,,1568.26714072,1650.30811837,
RS,4323754,Vitória das Missões,,,,1980.60790347,
RS,4323770,Westfalia,,,,,
RS,4323804,Xangri-lá,,,,4069.78328079,
RS,4399919,Santa Cristina do Pinhal,,,,,
RS,4399929,Santa Izabel,,,,,
SC,4200051,Abdon Batista,,,1283.47048009,1134.73455236,
SC,4200101,Abelardo Luz,5777,6199,7772.14112107,6381.66453326,
SC,4200200,Agrolândia,2395,2294,3688.86316699,4375.2425149,
SC,4200309,Agronômica,1290,1943,1633.37612538,2550.94623644,
SC,4200408,Água Doce,2461,2526,2867.35238347,3512.71952982,
SC,4200507,Águas de Chapecó,2790,3111,3744.59894077,3157.43379751,
SC,4200556,Águas Frias,,,,1332.32455859,
SC,4200606,Águas Mornas,1283,1782,1685.40512647,2785.6257849,
SC,4200705,Alfredo Wagner,3250,4827,5543.27815347,5100.61850608,
SC,4200754,Alto Bela Vista,,,,1070.45252043,
SC,4200804,Anchieta,1676,4594,5125.67817402,3834.66383646,
SC,4200903,Angelina,2689,2184,2436.95736845,3157.20085689,
SC,4201000,Anita Garibaldi,4774,4075,4540.97552725,4864.15774622,
SC,4201109,Anitápolis,1440,1528,1586.2825884,2089.34376468,
SC,4201208,Antônio Carlos,1866,1944,2525.58397576,3639.01919491,
SC,4201257,Apiúna,,,3330.78113175,4331.89458057,
SC,4201273,Arabutã,,,,2618.00832005,
SC,4201307,Araquari,2573,2849,5641.97983064,9764.49097291,
SC,4201406,Araranguá,7456,12201,19686.44490052,27727.88930386,
SC,4201505,Armazém,2133,2407,2591.48830508,3691.25037466,
SC,4201604,Arroio Trinta,1117,1191,1633.42746057,2105.55173971,
SC,4201653,Arvoredo,,,,1420.79883488,
SC,4201703,Ascurra,922,2207,2817.19211673,3702.20360037,
SC,4201802,Atalanta,1556,1538,2001.85180339,2057.50718374,
SC,4201901,Aurora,1900,3049,3302.46739885,3162.98542125,
SC,4201950,Balneário Arroio do Silva,,,,2685.65565902,
SC,4202008,Balneário Camboriú,2991,7901,17722.66979917,38173.8174352399,
SC,4202057,Balneário Barra do Sul,,,,2560.52554673,
SC,4202073,Balneário Gaivota,,,,2152.65064446,
SC,4202081,Bandeirante,,,,2008.82640511,
SC,4202099,Barra Bonita,,,,1197.07137672,
SC,4202107,Barra Velha,3265,3973,4657.26656943,6869.0772599,
SC,4202131,Bela Vista do Toldo,,,,3117.73918341,
SC,4202156,Belmonte,,,,1411.60791957,
SC,4202206,Benedito Novo,3944,4496,4146.69865208,5081.73283402,
SC,4202305,Biguaçu,4316,6901,13326.99865146,22332.45933819,
SC,4202404,Blumenau,36654,72781,101900.38155879,141947.220846929,
SC,4202438,Bocaina do Sul,,,,1427.33166472,
SC,4202453,Bombinhas,,,,4077.27512189,
SC,4202503,Bom Jardim da Serra,1596,1971,1740.48666749,1536.19951953,
SC,4202537,Bom Jesus,,,,726.65641899,
SC,4202578,Bom Jesus do Oeste,,,,1303.09008371,
SC,4202602,Bom Retiro,2229,3570,3418.61514205,3828.10814519,
SC,4202701,Botuverá,1243,1011,1887.49214901,1996.57048646,
SC,4202800,Braço do Norte,3119,3977,7553.5474275,13090.94918723,
SC,4202859,Braço do Trombudo,,,,1868.32653529,
SC,4202875,Brunópolis,,,,1391.25143118,
SC,4202909,Brusque,11353,17482,27344.8930181001,40676.51746531,
SC,4203006,Caçador,10232,14679,21375.4260798899,28994.4701224901,
SC,4203105,Caibi,1652,2587,3906.41530737,3786.27898723,
SC,4203154,Calmon,,,,1282.64259117,
SC,4203204,Camboriú,2890,4967,10248.53649824,18995.65349364,
SC,4203253,Capão Alto,,,,1329.29936015,
SC,4203303,Campo Alegre,2239,3016,4484.52335829,5450.39765384,
SC,4203402,Campo Belo do Sul,4047,3863,4106.82287277,3827.1642809,
SC,4203501,Campo Erê,5228,9567,12966.47238099,4723.75256891,
SC,4203600,Campos Novos,14910,13404,16784.49994692,12347.68295406,
SC,4203709,Canelinha,2257,2848,3544.6616389,4533.61229298,
SC,4203808,Canoinhas,10608,17108,21500.65927333,22792.67188622,
SC,4203907,Capinzal,2083,4179,6027.81921147,10002.52063636,
SC,4203956,Capivari de Baixo,,,,8599.84893599,
SC,4204004,Catanduvas,2342,3535,4758.65144885,4094.72228849,
SC,4204103,Caxambu do Sul,2736,2750,4037.60290619,2846.286948,
SC,4204152,Celso Ramos,,,1350.83640541,1250.59809873,
SC,4204178,Cerro Negro,,,,1473.7171635,
SC,4204194,Chapadão do Lageado,,,,1864.77983698,
SC,4204202,Chapecó,15005,29917,52947.1165333002,76744.40984204,
SC,4204251,Cocal do Sul,,,,6694.42717431,
SC,4204301,Concórdia,16330,22114,30554.99597601,34412.96958904,
SC,4204350,Cordilheira Alta,,,,1707.54742571,
SC,4204400,Coronel Freitas,4883,7627,6103.19171466,5604.06506322,
SC,4204459,Coronel Martins,,,,1237.54788233,
SC,4204509,Corupá,2481,3257,4687.53487456,5929.6228835,
SC,4204558,Correia Pinto,,,5530.53740971,6828.58487504,
SC,4204608,Criciúma,18400,40436,60722.7867153001,81726.5711746404,
SC,4204707,Cunha Porã,4053,5457,6156.51712521,5770.08985511,
SC,4204756,Cunhataí,,,,1215.28299247,
SC,4204806,Curitibanos,9519,13324,16760.38226113,16390.83258123,
SC,4204905,Descanso,3803,6543,8817.4711666,5416.17218112,
SC,4205001,Dionísio Cerqueira,3990,5123,6610.52217385,7049.34863917,
SC,4205100,Dona Emma,1519,1589,1529.20325759,1968.75220601,
SC,4205159,Doutor Pedrinho,,,1514.30611476,1744.62699522,
SC,4205175,Entre Rios,,,,1066.88786535,
SC,4205191,Ermo,,,,1085.2450195,
SC,4205209,Erval Velho,1685,1777,1685.00175637,2140.92568951,
SC,4205308,Faxinal dos Guedes,1705,2800,3710.25319561,5137.81275894,
SC,4205357,Flor do Sertão,,,,1070.73248171,
SC,4205407,Florianópolis,40485,71405,114164.31386629,172152.69312515,
SC,4205431,Formosa do Sul,,,,1561.5784375,
SC,4205456,Forquilhinha,,,5444.45981726,8627.00394082,
SC,4205506,Fraiburgo,3027,5569,12398.97660642,15416.33666691,
SC,4205555,Frei Rogério,,,,1276.25231877,
SC,4205605,Galvão,1818,2404,3087.84080076,2456.53193039,
SC,4205704,Garopaba,1927,2451,3912.24162803,6020.75515863,
SC,4205803,Garuva,1949,2367,3655.21915129,4997.89040504,
SC,4205902,Gaspar,6095,11349,17088.00978787,25506.47914767,
SC,4206009,Governador Celso Ramos,1798,2623,3680.47856095,4868.72717876,
SC,4206108,Grão Pará,2186,2352,2540.6210084,3394.24487337,
SC,4206207,Gravatal,2270,2785,3147.51607238,5358.36194976,
SC,4206306,Guabiruba,1846,2846,4431.12958794,6906.2036345,
SC,4206405,Guaraciaba,3658,5485,7035.75394751,6531.15296544,
SC,4206504,Guaramirim,2945,4405,8179.84346205,12397.61082573,
SC,4206603,Guarujá do Sul,1053,1901,2435.97499892,2490.21853451,
SC,4206652,Guatambú,,,,2381.82379242,
