Capital residencial - total
Sigla,Código,Município,1970,1980,1991,2000,
RS,4305975,Coxilha,,,,24446.665565389,
RS,4306007,Crissiumal,83857.8462660077,125064.142805444,75683.0053638446,129535.007674791,
RS,4306056,Cristal,,,36398.77512395,63524.1140648315,
RS,4306072,Cristal do Sul,,,,13083.3511396718,
RS,4306106,Cruz Alta,691691.061361154,747022.409492776,713987.005582704,1022977.36247936,
RS,4306130,Cruzaltense,,,,,
RS,4306205,Cruzeiro do Sul,59860.0253207068,94934.0318660737,73970.3298371608,155248.907829682,
RS,4306304,David Canabarro,16384.5665255132,18919.147837661,20252.3918724322,47245.1591504194,
RS,4306320,Derrubadas,,,,17539.576422634,
RS,4306353,Dezesseis de Novembro,,,8577.8447478491,16477.1244693594,
RS,4306379,Dilermando de Aguiar,,,,20489.9005982902,
RS,4306403,Dois Irmãos,82413.8147722231,174158.614427416,297283.844961793,604866.340832523,
RS,4306429,Dois Irmãos das Missões,,,,11974.5752268644,
RS,4306452,Dois Lajeados,,,22718.5402578578,35867.4337491333,
RS,4306502,Dom Feliciano,28896.2255228024,46772.6308206451,41347.1472159925,91072.3150028302,
RS,4306551,Dom Pedro de Alcântara,,,,25935.1130684976,
RS,4306601,Dom Pedrito,296384.492271512,362578.831836186,371978.930357578,524877.457717732,
RS,4306700,Dona Francisca,26440.838732468,21309.0970343985,26600.4882031871,51559.6366984778,
RS,4306734,Doutor Maurício Cardoso,,,33017.9868946772,59958.895003376,
RS,4306759,Doutor Ricardo,,,,17632.4993499316,
RS,4306767,Eldorado do Sul,,,190573.557085631,473633.097478065,
RS,4306809,Encantado,125360.957101428,181989.656182283,220299.194666553,341293.953902265,
RS,4306908,Encruzilhada do Sul,124996.789188791,153433.098911051,132864.930553626,231048.522528084,
RS,4306924,Engenho Velho,,,,13281.2117604011,
RS,4306932,Entre-Ijuís,,,42432.1073268514,74711.6187946937,
RS,4306957,Entre Rios do Sul,,,15646.2408980551,29010.9121020414,
RS,4306973,Erebango,,,16933.7058018235,27227.4848351606,
RS,4307005,Erechim,580391.992855056,722007.65889477,868313.340968273,1653569.7044439,
RS,4307054,Ernestina,,,11983.4801685711,30134.5151629285,
RS,4307104,Herval,43399.2255963001,47416.07392665,47450.9922599291,71511.6179070603,
RS,4307203,Erval Grande,24557.9770971811,28693.2385866627,19290.9689869142,39624.6654370559,
RS,4307302,Erval Seco,35529.9806502576,43279.602311503,36056.818053511,51256.7471058761,
RS,4307401,Esmeralda,30013.951946495,29595.4452600163,22591.6681390885,40832.2583597962,
RS,4307450,Esperança do Sul,,,,18842.9520321948,
RS,4307500,Espumoso,197967.736332741,215592.130830337,100067.213934458,165140.964184385,
RS,4307559,Estação,,,39074.7959438696,84574.8195640038,
RS,4307609,Estância Velha,96533.9705109769,186871.492743551,499362.356502291,838901.427757534,
RS,4307708,Esteio,423930.278984441,725144.591593376,1202473.99823688,1962147.08233881,
RS,4307807,Estrela,286565.853040133,456044.498618598,318279.811703838,479390.183326192,
RS,4307815,Estrela Velha,,,,17653.7415201004,
RS,4307831,Eugênio de Castro,,,12783.9167092757,24383.4630572151,
RS,4307864,Fagundes Varela,,,13782.6903273937,35369.662770051,
RS,4307906,Farroupilha,206252.428842439,384758.861701745,588103.724452423,1037414.79626047,
RS,4308003,Faxinal do Soturno,59629.202007195,86990.3605175149,74309.737182788,99813.5635914506,
RS,4308052,Faxinalzinho,,,9896.5391610629,20841.0597988686,
RS,4308078,Fazenda Vilanova,,,,19618.9037627462,
RS,4308102,Feliz,67158.0109667163,102239.683297755,111616.346051143,200738.431232984,
RS,4308201,Flores da Cunha,133046.247433036,193351.108093591,216727.683288812,465879.936114954,
RS,4308250,Floriano Peixoto,,,,11810.5074717197,
RS,4308300,Fontoura Xavier,41310.4559269444,35729.82529638,26547.2658007154,63293.7223146202,
RS,4308409,Formigueiro,27753.8532148699,32666.7260576708,29757.1345278351,70011.9452494991,
RS,4308433,Forquetinha,,,,,
RS,4308458,Fortaleza dos Valos,,,24670.6386395375,53852.6361948721,
RS,4308508,Frederico Westphalen,129463.727108069,205402.346129718,203565.936072622,417169.742575425,
RS,4308607,Garibaldi,185720.642387209,248092.743585882,269730.208920321,580335.986565546,
RS,4308656,Garruchos,,,,18347.0486666952,
RS,4308706,Gaurama,62841.8984903398,72039.9887626264,35520.1406945293,71088.5751392091,
RS,4308805,General Câmara,93241.0280289299,76807.2066128528,65224.1930322253,101998.638476736,
RS,4308854,Gentil,,,,12818.9204164364,
RS,4308904,Getúlio Vargas,183965.948959615,231262.98310101,156807.783550166,228759.062753947,
RS,4309001,Giruá,124448.819078779,189979.447974584,146703.377146309,182566.733684351,
RS,4309050,Glorinha,,,34120.2350002651,95459.8289812229,
RS,4309100,Gramado,112814.62604479,197549.484283898,262273.306541457,547567.354895364,
RS,4309126,Gramado dos Loureiros,,,,11637.8863647561,
RS,4309159,Gramado Xavier,,,,23264.5590512519,
RS,4309209,Gravataí,420444.749648477,1180149.93529931,2522222.83974182,4893780.2515606,
RS,4309258,Guabiju,,,7604.4582464262,21114.6940696654,
RS,4309308,Guaíba,264998.197993825,610487.073151704,1166667.12780935,1891334.58197178,
RS,4309407,Guaporé,161324.825530087,194610.218906508,192915.90924549,354709.362053575,
RS,4309506,Guarani das Missões,41150.3559344048,55208.918255929,47309.5619203895,75341.0304342494,
RS,4309555,Harmonia,,,20040.5160359542,58217.4084238973,
RS,4309571,Herveiras,,,,17070.6022940351,
RS,4309605,Horizontina,114110.441670543,229358.179805554,139004.90102235,248578.749643569,
RS,4309654,Hulha Negra,,,,40460.6844399002,
RS,4309704,Humaitá,48034.9243665737,54632.9207766496,33606.4746388199,51648.7363321007,
RS,4309753,Ibarama,,,13383.2000885947,28348.7017454695,
RS,4309803,Ibiaçá,25454.020121653,40674.726458473,28601.247836787,53623.8844897897,
RS,4309902,Ibiraiaras,21707.3371715243,46409.8133672426,48425.7284902812,81932.2093108621,
RS,4309951,Ibirapuitã,,,13525.4114941414,26209.5818135439,
RS,4310009,Ibirubá,134982.467646751,200994.825705009,141895.615298409,249015.34023989,
RS,4310108,Igrejinha,67345.6385192031,155069.183176665,210917.037917917,419431.408788954,
RS,4310207,Ijuí,565089.06323124,816420.489273321,719358.342625746,1203290.77489669,
RS,4310306,Ilópolis,17982.9400753725,19021.7746434071,18121.0633591947,44779.7696764181,
RS,4310330,Imbé,,,76955.7542242683,196320.506823239,
RS,4310363,Imigrante,,,21017.6042451477,45006.5112558731,
RS,4310405,Independência,27057.3790973002,48860.4350576805,32521.6501051557,59858.002002376,
RS,4310413,Inhacorá,,,,15313.5600255685,
RS,4310439,Ipê,,,30100.933098685,66923.0465086798,
RS,4310462,Ipiranga do Sul,,,13582.6487325915,22217.4776633011,
RS,4310504,Iraí,73304.3134098752,82643.6938627454,65602.2885855534,80611.1502105695,
RS,4310538,Itaara,,,,47458.0148976884,
RS,4310553,Itacurubi,,,9409.5515118462,21554.2569678756,
RS,4310579,Itapuca,,,,16236.1732078937,
RS,4310603,Itaqui,199485.210895949,260210.021642755,300288.690762923,458970.588769299,
RS,4310652,Itati,,,,,
RS,4310702,Itatiba do Sul,21799.9757139835,21188.9594376466,17833.606201275,32618.0240983756,
RS,4310751,Ivorá,,,12522.2128824437,25701.8583900147,
RS,4310801,Ivoti,57600.160678798,103939.277425669,240890.477360131,422819.356113365,
RS,4310850,Jaboticaba,,,11954.9348662814,24683.5843119325,
RS,4310876,Jacuizinho,,,,,
RS,4310900,Jacutinga,29832.2723926755,38125.0072264627,26996.0841584506,47237.6862195591,
RS,4311007,Jaguarão,261668.695854096,334201.494487597,304477.321113938,427352.373805443,
RS,4311106,Jaguari,92506.8354442784,85505.6720041702,84584.0931423722,132618.556351601,
RS,4311122,Jaquirana,,,14401.4263081254,41338.604434204,
RS,4311130,Jari,,,,18431.6096407575,
RS,4311155,Jóia,,,18911.2816817759,52035.9522896266,
RS,4311205,Júlio de Castilhos,159590.496619265,194334.780349383,157120.501830561,216657.261848278,
RS,4311239,Lagoa Bonita do Sul,,,,,
RS,4311254,Lagoão,,,12468.8512283363,30966.0893502745,
RS,4311270,Lagoa dos Três Cantos,,,,15801.6951036895,
RS,4311304,Lagoa Vermelha,190184.410072263,222405.889259218,231576.17528151,432193.667174098,
RS,4311403,Lajeado,417140.930149316,658784.042259006,768628.209525085,1260783.12260569,
RS,4311429,Lajeado do Bugre,,,,10072.9662356281,
RS,4311502,Lavras do Sul,53293.5392638883,67878.6791817507,72840.3133213387,93425.0013963443,
RS,4311601,Liberato Salzano,18029.4415745054,26022.5363723738,17711.9109872968,35034.6758141357,
RS,4311627,Lindolfo Collor,,,,58975.9657928181,
RS,4311643,Linha Nova,,,,17735.622933903,
RS,4311700,Machadinho,27500.1283179056,25563.8501155702,27553.2240824642,45125.5579248085,
RS,4311718,Maçambara,,,,32050.890741689,
RS,4311734,Mampituba,,,,18201.7459906531,
RS,4311759,Manoel Viana,,,,54086.9133382988,
RS,4311775,Maquiné,,,,56622.5021182728,
RS,4311791,Maratá,,,,25235.5269595222,
RS,4311809,Marau,112441.100691073,191764.119388011,199830.767803382,487025.790607579,
RS,4311908,Marcelino Ramos,50168.1441584423,52479.9277626862,37814.1173093014,63521.6602909878,
RS,4311981,Mariana Pimentel,,,,28134.8005571378,
RS,4312005,Mariano Moro,11713.9103891816,18416.1760565792,14082.9133774915,23505.6192274465,
RS,4312054,Marques de Souza,,,,46804.836319947,
RS,4312104,Mata,28829.1193023189,28494.6464410305,23174.4253471587,45007.8730463863,
RS,4312138,Mato Castelhano,,,,17045.4849164752,
RS,4312153,Mato Leitão,,,,29717.4162744596,
RS,4312179,Mato Queimado,,,,,
RS,4312203,Maximiliano de Almeida,20445.3948154616,39597.6981613852,24471.1008399973,49464.1990822356,
RS,4312252,Minas do Leão,,,,80497.2081572894,
RS,4312302,Miraguaí,25450.6918015057,28289.5539869139,13844.1989022317,31850.3420313351,
RS,4312351,Montauri,,,7268.5989036399,16367.4249907198,
RS,4312377,Monte Alegre dos Campos,,,,14032.6276612701,
RS,4312385,Monte Belo do Sul,,,,38687.9269666053,
RS,4312401,Montenegro,433164.594308652,549163.881732604,532866.698893213,1327858.51078292,
RS,4312427,Mormaço,,,,14041.9798523027,
RS,4312443,Morrinhos do Sul,,,,27648.8048414778,
RS,4312450,Morro Redondo,,,32029.5425625732,55867.2908546504,
RS,4312476,Morro Reuter,,,,85615.406094433,
RS,4312500,Mostardas,44623.7163212677,82192.1487317209,50119.9649672103,110387.270364735,
RS,4312609,Muçum,51179.6949362598,64125.6979948814,59782.6305560675,82685.2872451843,
RS,4312617,Muitos Capões,,,,19632.283866895,
RS,4312625,Muliterno,,,,11005.7010370363,
RS,4312658,Não-Me-Toque,94368.7399792939,118944.310718133,112524.409379793,201155.198412908,
RS,4312674,Nicolau Vergueiro,,,,12264.2699275207,
RS,4312708,Nonoai,67763.4488731415,90351.615948108,62127.2569243253,105484.967858563,
RS,4312757,Nova Alvorada,,,9847.6076988384,23516.4429338199,
RS,4312807,Nova Araçá,12725.5557288403,18606.7136472087,27008.5402266843,55494.2835872412,
RS,4312906,Nova Bassano,33032.6386882753,45087.4319528907,54277.1561327935,118738.263883324,
RS,4312955,Nova Boa Vista,,,,17840.677643767,
RS,4313003,Nova Bréscia,27630.9666740068,34754.2401105708,24501.5674088288,54914.0579527152,
RS,4313011,Nova Candelária,,,,20918.1408889179,
RS,4313037,Nova Esperança do Sul,,,12728.6038822947,36430.1685261109,
RS,4313060,Nova Hartz,,,122422.426071167,315196.757484869,
RS,4313086,Nova Pádua,,,,32948.9799492721,
RS,4313102,Nova Palma,35252.3850258856,41173.1710852568,40943.7146354834,71243.6657598069,
RS,4313201,Nova Petrópolis,89604.8814919267,149140.116507586,179559.937356794,311309.77267391,
RS,4313300,Nova Prata,122022.92606968,179815.446273823,179765.159925433,349330.90556987,
RS,4313334,Nova Ramada,,,,15394.141169609,
RS,4313359,Nova Roma do Sul,,,19901.9299738704,45571.1287741123,
RS,4313375,Nova Santa Rita,,,,305574.973826644,
RS,4313391,Novo Cabrais,,,,18502.7433018801,
RS,4313409,Novo Hamburgo,1285757.0567175,2148031.0439827,3922784.09793484,5796219.24833228,
RS,4313425,Novo Machado,,,,32208.6942584209,
RS,4313441,Novo Tiradentes,,,,13327.8397585809,
RS,4313466,Novo Xingu,,,,,
RS,4313490,Novo Barreiro,,,,19819.4856038303,
RS,4313508,Osório,326098.02910888,586204.181435547,389056.194258184,592231.549352375,
RS,4313607,Paim Filho,33814.4722254138,51995.9751250385,20754.1416286135,42995.9084836003,
RS,4313656,Palmares do Sul,,,79542.1879263569,132324.117949289,
RS,4313706,Palmeira das Missões,235815.435309588,362516.571628811,306110.355922196,386353.808592316,
RS,4313805,Palmitinho,35366.09367702,44681.1721753911,34313.9693473167,62103.3028976082,
RS,4313904,Panambi,130847.510176642,268246.216563168,241026.507833257,447238.050407735,
RS,4313953,Pantano Grande,,,56448.5291038218,114132.508708043,
RS,4314001,Paraí,17523.7373316698,24028.3771955634,32510.0600014708,85063.1021003527,
RS,4314027,Paraíso do Sul,,,22533.7114932218,54403.5606776465,
RS,4314035,Pareci Novo,,,,41098.9690723926,
RS,4314050,Parobé,,,398685.708601157,976940.607267958,
RS,4314068,Passa Sete,,,,22356.9665345174,
RS,4314076,Passo do Sobrado,,,,48618.9625282652,
RS,4314100,Passo Fundo,1047222.60258256,1474245.01836883,1678764.4117782,2890566.62761231,
RS,4314134,Paulo Bento,,,,,
RS,4314159,Paverama,,,30743.9270232935,70109.7727984319,
RS,4314175,Pedras Altas,,,,,
RS,4314209,Pedro Osório,88041.5870744391,133883.840884471,122503.944669311,102963.210993672,
RS,4314308,Pejuçara,15511.442375332,32197.7441211491,25981.8726755297,47929.1640870596,
RS,4314407,Pelotas,2653178.25799098,3938584.2609785,3953948.99818519,5323249.88223678,
RS,4314423,Picada Café,,,,89535.2342394296,
RS,4314456,Pinhal,,,5865.2302784585,17310.3563476338,
RS,4314464,Pinhal da Serra,,,,,
RS,4314472,Pinhal Grande,,,,41774.5924779903,
RS,4314498,Pinheirinho do Vale,,,,21809.528117698,
RS,4314506,Pinheiro Machado,82782.7007688899,127339.442476906,130077.786791493,161132.631794831,
RS,4314548,Pinto Bandeira,,,,,
RS,4314555,Pirapó,,,7406.0772429402,19428.4100271045,
RS,4314605,Piratini,83296.817002301,110123.546249192,95528.0278168985,181971.347121735,
RS,4314704,Planalto,43822.2247971272,69272.7129000624,64331.7983650707,90282.6385933505,
RS,4314753,Poço das Antas,,,6386.062296813,24162.8720101756,
RS,4314779,Pontão,,,,22789.7743184338,
RS,4314787,Ponte Preta,,,,13272.7217238668,
RS,4314803,Portão,57315.9306624685,121785.981263547,218074.905466793,548680.996616222,
RS,4314902,Porto Alegre,22269723.1113178,31501962.8335849,40229563.3618037,50204246.3932975,
RS,4315008,Porto Lucena,45850.0509281201,48447.4321502457,30192.6900178021,48839.6727269339,
RS,4315057,Porto Mauá,,,,22810.8646870734,
RS,4315073,Porto Vera Cruz,,,,15046.6443544777,
RS,4315107,Porto Xavier,36636.900644164,54784.7589915491,49517.2654446552,100191.601481132,
RS,4315131,Pouso Novo,,,8339.9863215108,17524.9999072071,
RS,4315149,Presidente Lucena,,,,31446.0437355081,
RS,4315156,Progresso,,,25781.121001163,53629.8301117686,
RS,4315172,Protásio Alves,,,10067.5088439613,19100.2423224319,
RS,4315206,Putinga,27547.1921833361,31179.340242366,19502.1269416105,51159.8221223041,
RS,4315305,Quaraí,176702.998193538,173673.52979492,213658.63717408,301045.363645642,
RS,4315313,Quatro Irmãos,,,,,
RS,4315321,Quevedos,,,,13636.9610097829,
RS,4315354,Quinze de Novembro,,,19049.5247932506,38868.8377963712,
RS,4315404,Redentora,23903.8826176183,31675.1369627406,25046.0152146863,35532.9154706876,
RS,4315453,Relvado,,,10809.5651635983,26581.4928682589,
RS,4315503,Restinga Seca,71247.0781917737,102577.735436625,97785.3679104436,173148.27760612,
RS,4315552,Rio dos Índios,,,,18380.7693079373,
RS,4315602,Rio Grande,1663385.94937761,2084602.87234605,2060442.28275693,2937987.55939674,
RS,4315701,Rio Pardo,311686.144801236,388718.131257606,305867.674718907,440973.108582983,
RS,4315750,Riozinho,,,17688.9372162023,45313.9856369645,
RS,4315800,Roca Sales,72068.5549075001,75449.7450607285,58537.22116091,134768.1710245,
RS,4315909,Rodeio Bonito,32345.5570061876,52255.5363983167,30700.9630450792,55833.5883562975,
RS,4315958,Rolador,,,,,
RS,4316006,Rolante,61709.0108128042,81647.2946295149,99088.0220442115,250237.783361799,
RS,4316105,Ronda Alta,48119.0011033951,81402.6044910194,44203.2997265726,97663.7078591935,
RS,4316204,Rondinha,33201.169497753,49704.2165959684,32636.5797840496,61243.1986186959,
RS,4316303,Roque Gonzales,36697.5927540367,41539.4419803771,31700.2216312446,57129.7032638522,
RS,4316402,Rosário do Sul,292405.319019315,353104.715695782,322936.382637452,444967.967666442,
RS,4316428,Sagrada Família,,,,12208.3412445016,
RS,4316436,Saldanha Marinho,,,20906.004291946,34587.3529827901,
RS,4316451,Salto do Jacuí,,,58463.4106817233,111095.047006086,
RS,4316477,Salvador das Missões,,,,25879.8204421674,
RS,4316501,Salvador do Sul,60953.597757547,75122.9227530739,53765.4283245416,92749.7745085713,
RS,4316600,Sananduva,79930.9192794197,95472.325556651,104480.444488968,206229.097332554,
RS,4316709,Santa Bárbara do Sul,51233.3934628833,93815.7286324527,62583.9490583805,112909.491524726,
RS,4316733,Santa Cecília do Sul,,,,,
RS,4316758,Santa Clara do Sul,,,,61528.0565926426,
RS,4316808,Santa Cruz do Sul,780774.031590245,1056355.77536243,1235749.87386647,1952859.87877951,
RS,4316907,Santa Maria,2189804.37427419,2791085.06211701,3449153.03859755,4997791.45443904,
RS,4316956,Santa Maria do Herval,,,24944.4505055183,82877.4267776412,
RS,4316972,Santa Margarida do Sul,,,,,
RS,4317004,Santana da Boa Vista,21718.7776943934,30535.2216520458,29957.2601597895,65338.4991836661,
RS,4317103,Santana do Livramento,722528.001822622,816367.108729936,868934.015819548,1232521.20541337,
RS,4317202,Santa Rosa,359203.692141662,526747.787205202,584567.129859139,960722.659515385,
RS,4317251,Santa Tereza,,,,22870.8160536383,
RS,4317301,Santa Vitória do Palmar,175948.132619826,272168.201603542,327687.264375543,404862.568735578,
RS,4317400,Santiago,359203.339636784,467473.098182122,438159.511087105,775718.06317363,
RS,4317509,Santo Ângelo,673398.460645147,874913.662756406,795995.255911868,1160935.42270636,
RS,4317558,Santo Antônio do Palma,,,,15670.4884012813,
RS,4317608,Santo Antônio da Patrulha,205716.826698879,271335.582552904,266391.254899359,451257.770933959,
RS,4317707,Santo Antônio das Missões,35123.9722329765,57645.0824139063,53689.7333493741,87358.499462718,
RS,4317756,Santo Antônio do Planalto,,,,17598.9978178073,
RS,4317806,Santo Augusto,57519.0545877171,109177.58244076,129799.215190117,143513.798964525,
RS,4317905,Santo Cristo,74464.8184061961,106470.633670936,75765.297879575,147894.385091091,
RS,4317954,Santo Expedito do Sul,,,,18825.6858755598,
RS,4318002,São Borja,423650.794534394,556982.509103823,578998.997745107,773392.967431669,
RS,4318051,São Domingos do Sul,,,15304.7659094344,30723.6687254253,
RS,4318101,São Francisco de Assis,117242.696170582,130529.174599254,141029.880463957,165185.773047302,
RS,4318200,São Francisco de Paula,153650.437923552,149695.794337449,124601.751692361,228988.577884922,
RS,4318309,São Gabriel,451419.536806645,526182.933600871,478276.535852614,729035.676950135,
RS,4318408,São Jerônimo,254424.433339121,442575.646325471,180371.654916811,363852.453495113,
RS,4318424,São João da Urtiga,,,17297.9264543817,44715.9480218222,
RS,4318432,São João do Polêsine,,,,34777.2881312693,
RS,4318440,São Jorge,,,14160.5082376081,38494.2871312837,
RS,4318457,São José das Missões,,,,15400.6175031718,
RS,4318465,São José do Herval,,,7024.2535810995,18476.8884000452,
RS,4318481,São José do Hortêncio,,,17809.6048650367,50435.4680562151,
RS,4318499,São José do Inhacorá,,,,17795.1900011941,
RS,4318507,São José do Norte,72895.0986216306,123268.596857819,97054.3167078888,183206.244681184,
RS,4318606,São José do Ouro,46425.0527038214,57429.8696731952,49767.7116678302,92482.2743235467,
RS,4318614,São José do Sul,,,,,
RS,4318622,São José dos Ausentes,,,,27089.6546002667,
RS,4318705,São Leopoldo,1115199.10943346,1671313.73700175,3066671.8979992,4647940.27158895,
RS,4318804,São Lourenço do Sul,188067.5114299,285496.994881706,282287.160006228,405292.163047898,
RS,4318903,São Luiz Gonzaga,241449.238180603,330256.553448035,282422.742002252,486859.885717136,
RS,4319000,São Marcos,71690.6386800353,128182.988293019,189672.417813383,357634.55592534,
RS,4319109,São Martinho,29269.9803906159,46776.6943657693,31969.5482437059,64540.8536483178,
RS,4319125,São Martinho da Serra,,,,18623.4039486036,
RS,4319158,São Miguel das Missões,,,19251.5980369952,50405.8506945762,
RS,4319208,São Nicolau,24546.7595788337,31389.2608217075,25438.5628526883,43548.8625110064,
RS,4319307,São Paulo das Missões,29259.6947005258,37343.5942505701,26621.3938885355,47679.0015920743,
RS,4319356,São Pedro da Serra,,,,43152.6118663216,
RS,4319364,São Pedro das Missões,,,,,
RS,4319372,São Pedro do Butiá,,,,28658.566429432,
RS,4319406,São Pedro do Sul,84640.1166344587,110668.682931458,114153.450794948,198478.002596153,
RS,4319505,São Sebastião do Caí,196079.102724574,271997.448860981,177893.506101451,323531.445590723,
RS,4319604,São Sepé,170914.401020973,195261.488354421,230225.547506394,336192.091141272,
RS,4319703,São Valentim,87861.8715640338,67670.9255919264,27308.0741568253,37164.1948548447,
RS,4319711,São Valentim do Sul,,,,21834.0103877579,
RS,4319737,São Valério do Sul,,,,13576.02849862,
RS,4319752,São Vendelino,,,9757.7333135993,27286.1352692717,
RS,4319802,São Vicente do Sul,27533.5989110931,37757.2963318314,40113.3377712344,86686.1381661977,
RS,4319901,Sapiranga,203062.146372437,450437.160074032,804586.078111658,1446803.13848587,
RS,4320008,Sapucaia do Sul,355592.969147569,889603.813272818,1426254.02202104,2533104.68931133,
RS,4320107,Sarandi,109115.42332498,178587.403260574,119240.604897924,261039.912683278,
RS,4320206,Seberi,50381.8661566608,60409.570082703,45832.8411748738,84800.0508533645,
RS,4320230,Sede Nova,,,11656.3251647824,24116.1500619721,
RS,4320263,Segredo,,,17677.6500582025,37417.7554547164,
RS,4320305,Selbach,27539.6886160709,50833.0961110151,27149.7310028615,61487.5412155275,
RS,4320321,Senador Salgado Filho,,,,16302.3862972579,
RS,4320354,Sentinela do Sul,,,,35530.5656333293,
RS,4320404,Serafina Corrêa,36503.1354830336,73572.369091876,78097.2425346693,161649.539094521,
RS,4320453,Sério,,,,16683.3200093023,
RS,4320503,Sertão,47047.8579250464,63640.1146056753,44518.5641073521,77618.716986336,
RS,4320552,Sertão Santana,,,,49311.3163129316,
RS,4320578,Sete de Setembro,,,,13625.3541645525,
RS,4320602,Severiano de Almeida,17131.6389948051,20561.9954341056,18548.3923499139,42326.5646500644,
RS,4320651,Silveira Martins,,,14032.1338580044,29767.7367796019,
RS,4320677,Sinimbu,,,,84645.4405356872,
RS,4320701,Sobradinho,121991.473328912,149469.59412137,116418.668941091,176776.515693209,
RS,4320800,Soledade,186688.302575075,244818.523619803,239198.505403354,390495.569091191,
RS,4320859,Tabaí,,,,30611.4319211964,
RS,4320909,Tapejara,94900.2155751664,136752.080725622,119978.39405691,203878.263410737,
RS,4321006,Tapera,82503.5879920187,99944.143331672,90879.44339265,149070.758416118,
RS,4321105,Tapes,127823.828451763,185275.372906871,156063.222125003,216547.720506547,
RS,4321204,Taquara,317939.444126235,491148.909604471,478307.829635758,1202760.82906224,
RS,4321303,Taquari,151789.931235802,224379.299118929,193699.13330833,360851.659368191,
RS,4321329,Taquaruçu do Sul,,,11509.3653830706,19698.4196608473,
RS,4321352,Tavares,,,24907.2617877492,47285.3713278977,
RS,4321402,Tenente Portela,115947.438850373,146714.675091513,90012.3616387304,121432.486600468,
RS,4321436,Terra de Areia,,,61599.2323623864,105154.76055327,
RS,4321451,Teutônia,,,151989.777232996,322123.718701314,
RS,4321469,Tio Hugo,,,,,
RS,4321477,Tiradentes do Sul,,,,37324.9822213635,
RS,4321493,Toropi,,,,17701.8876142852,
RS,4321501,Torres,192175.684867796,318824.241216841,292331.811833934,473494.983843343,
RS,4321600,Tramandaí,100652.257668736,224553.484025102,206545.328455525,423869.07199487,
RS,4321626,Travesseiro,,,,21640.9020620043,
RS,4321634,Três Arroios,,,15346.6751855443,30197.0840271569,
RS,4321667,Três Cachoeiras,,,63375.8943950465,118508.830907173,
RS,4321709,Três Coroas,48519.5950476174,123038.779363286,138492.701003662,296955.95541387,
RS,4321808,Três de Maio,157671.627559642,278867.581285396,179447.842233866,287064.528622409,
RS,4321832,Três Forquilhas,,,,18529.0481688018,
RS,4321857,Três Palmeiras,,,13517.326186825,26729.0304417297,
RS,4321907,Três Passos,194252.28987001,279313.539528726,209471.238238156,317397.237611098,
RS,4321956,Trindade do Sul,,,16113.2934254676,35920.231031837,
RS,4322004,Triunfo,82561.3144867882,102335.061538768,170994.50080309,406953.169612305,
RS,4322103,Tucunduva,69143.6081633843,101258.233437617,61604.8179999871,79117.2677251643,
RS,4322152,Tunas,,,8318.6180217547,20249.3777878112,
RS,4322186,Tupanci do Sul,,,,10914.6600719827,
RS,4322202,Tupanciretã,157302.247374615,173748.143711391,138286.346160676,232555.519281714,
RS,4322251,Tupandi,,,10942.5166636954,34759.4485757916,
RS,4322301,Tuparendi,76254.0966564618,100901.534216844,62387.89399113,98606.8981839532,
RS,4322327,Turuçu,,,,25132.3621343853,
RS,4322343,Ubiretama,,,,14247.3622960961,
RS,4322350,União da Serra,,,,14994.6027560852,
RS,4322376,Unistalda,,,,14528.5492045797,
RS,4322400,Uruguaiana,828911.481716358,1053984.74090228,1223606.49517923,1700898.36683093,
RS,4322509,Vacaria,400870.133469128,461199.693228077,579158.463017194,978993.048676392,
RS,4322525,Vale Verde,,,,21062.1362478921,
RS,4322533,Vale do Sol,,,,80739.8509221267,
RS,4322541,Vale Real,,,,69431.5248799436,
RS,4322558,Vanini,,,10545.3299993308,16196.6649785021,
RS,4322608,Venâncio Aires,247857.404133761,403014.334709931,404759.529191918,816060.058011923,
RS,4322707,Vera Cruz,64235.173661754,109632.667845574,128336.78079234,276674.6646163,
RS,4322806,Veranópolis,141985.048699401,204674.593738215,206570.372661348,388077.766924559,
RS,4322855,Vespasiano Correa,,,,22213.3825221828,
RS,4322905,Viadutos,39546.7026706912,43806.5856187024,39117.8411168229,50580.130067071,
RS,4323002,Viamão,493274.19378405,1154767.40319777,2011787.67974642,4306096.0127309,
RS,4323101,Vicente Dutra,26892.8178391777,21719.4055807773,14402.2461914847,28899.804653975,
RS,4323200,Victor Graeff,22724.9720538638,29833.1792475934,18715.8630396719,48009.8640522456,
RS,4323309,Vila Flores,,,14298.3090895288,31993.6201216365,
RS,4323358,Vila Lângaro,,,,15704.0075963324,
RS,4323408,Vila Maria,,,19662.0354570635,46471.0755837098,
RS,4323457,Vila Nova do Sul,,,,39855.0053170168,
RS,4323507,Vista Alegre,,,11191.7101179194,22355.767535559,
RS,4323606,Vista Alegre do Prata,,,8401.0813838306,18099.7883167302,
RS,4323705,Vista Gaúcha,,,7203.0052555683,20510.1263980502,
RS,4323754,Vitória das Missões,,,,18981.8362202799,
RS,4323770,Westfalia,,,,,
RS,4323804,Xangri-lá,,,,111745.193467882,
RS,4399919,Santa Cristina do Pinhal,,,,,
RS,4399929,Santa Izabel,,,,,
SC,4200051,Abdon Batista,,,9829.4128740845,21056.7760307482,
SC,4200101,Abelardo Luz,53825.7397074101,84226.8537843376,80187.6539968154,119047.968739913,
