Renda per capita média
Sigla,Código,Município,1991,2000,2010,
RS,4320404,Serafina Corrêa,480.16,742.25,877.24,
RS,4320453,Sério,217.9,312.91,606.03,
RS,4320503,Sertão,247.85,538.09,827.95,
RS,4320552,Sertão Santana,290.73,510.51,783.19,
RS,4320578,Sete de Setembro,147.06,248.72,557.15,
RS,4320602,Severiano de Almeida,221.11,477.91,791.5,
RS,4320651,Silveira Martins,312.5,534.42,817.67,
RS,4320677,Sinimbu,250.21,388.6,610.76,
RS,4320701,Sobradinho,386.81,517.65,775.79,
RS,4320800,Soledade,368.12,528.85,737.92,
RS,4320859,Tabaí,189.9,430.96,599.99,
RS,4320909,Tapejara,351.62,559.97,922.28,
RS,4321006,Tapera,429.88,616.15,812.48,
RS,4321105,Tapes,445.44,552.7,620.13,
RS,4321204,Taquara,548.71,678.38,871.42,
RS,4321303,Taquari,341.64,522.53,786.91,
RS,4321329,Taquaruçu do Sul,324.06,348.87,954.19,
RS,4321352,Tavares,350.69,450.71,594.12,
RS,4321402,Tenente Portela,241.05,354.86,659.27,
RS,4321436,Terra de Areia,347.59,493.64,620.36,
RS,4321451,Teutônia,467.57,610.11,854.63,
RS,4321469,Tio Hugo,230.73,428.6,660.04,
RS,4321477,Tiradentes do Sul,162.93,289.15,644.85,
RS,4321493,Toropi,187.74,292.92,551.5,
RS,4321501,Torres,476.87,631.08,853.62,
RS,4321600,Tramandaí,383.76,655.46,737.84,
RS,4321626,Travesseiro,258.94,427.53,777.34,
RS,4321634,Três Arroios,360.1,454.08,1518.78,
RS,4321667,Três Cachoeiras,568.37,516.86,713.83,
RS,4321709,Três Coroas,405.84,604.95,799.41,
RS,4321808,Três de Maio,324.98,501.81,881.15,
RS,4321832,Três Forquilhas,196.54,332.19,489.32,
RS,4321857,Três Palmeiras,189.37,466.62,835.88,
RS,4321907,Três Passos,331.48,521.62,823.33,
RS,4321956,Trindade do Sul,143.39,273.85,532.27,
RS,4322004,Triunfo,411.92,566.76,695.08,
RS,4322103,Tucunduva,409.37,491.3,839.53,
RS,4322152,Tunas,157.71,210.59,482.5,
RS,4322186,Tupanci do Sul,150.23,377.39,577.85,
RS,4322202,Tupanciretã,376.76,460.02,708.79,
RS,4322251,Tupandi,285.91,570.05,808.39,
RS,4322301,Tuparendi,266.06,486.08,768.25,
RS,4322327,Turuçu,223.6,347.37,566.71,
RS,4322343,Ubiretama,176.62,249.61,590.64,
RS,4322350,União da Serra,244.72,635.85,1068.08,
RS,4322376,Unistalda,173.46,253.81,392.38,
RS,4322400,Uruguaiana,465.95,579.65,714.26,
RS,4322509,Vacaria,410.45,626.15,797.86,
RS,4322525,Vale Verde,362.81,423.63,503.24,
RS,4322533,Vale do Sol,252.93,367.71,553.23,
RS,4322541,Vale Real,293.55,536.91,795.41,
RS,4322558,Vanini,287.03,481.18,780.56,
RS,4322608,Venâncio Aires,340.02,513.82,779.48,
RS,4322707,Vera Cruz,335.01,452.76,790.95,
RS,4322806,Veranópolis,544.35,866.08,1141.67,
RS,4322855,Vespasiano Correa,279.85,542.16,895.32,
RS,4322905,Viadutos,324.93,479.85,683.03,
RS,4323002,Viamão,393.26,507.32,707.05,
RS,4323101,Vicente Dutra,169.45,244.45,475.13,
RS,4323200,Victor Graeff,328.36,625.99,989.66,
RS,4323309,Vila Flores,554.45,516.73,728.71,
RS,4323358,Vila Lângaro,216.37,446.52,902.87,
RS,4323408,Vila Maria,384.38,645.03,1101.27,
RS,4323457,Vila Nova do Sul,178.94,374.37,442.26,
RS,4323507,Vista Alegre,334.2,363.55,905.87,
RS,4323606,Vista Alegre do Prata,469.66,587.6,1231.8,
RS,4323705,Vista Gaúcha,207.22,384.3,990.13,
RS,4323754,Vitória das Missões,240.51,233.03,482.44,
RS,4323770,Westfalia,485.8,892.3,1136.67,
RS,4323804,Xangri-lá,479.67,544.38,798.62,
RS,4399919,Santa Cristina do Pinhal,,,,
RS,4399929,Santa Izabel,,,,
SC,4200051,Abdon Batista,174.16,301.64,485.35,
SC,4200101,Abelardo Luz,252.42,490.21,562.88,
SC,4200200,Agrolândia,291.07,411.89,739.1,
SC,4200309,Agronômica,282.4,511.95,985.65,
SC,4200408,Água Doce,292.36,581.61,722.21,
SC,4200507,Águas de Chapecó,195.01,522.53,673.13,
SC,4200556,Águas Frias,247.69,494.34,743.13,
SC,4200606,Águas Mornas,248.07,384.13,754.54,
SC,4200705,Alfredo Wagner,293.86,521.78,630.54,
SC,4200754,Alto Bela Vista,269.7,390.65,770.49,
SC,4200804,Anchieta,211.18,283.03,636.15,
SC,4200903,Angelina,238.92,332.77,618.55,
SC,4201000,Anita Garibaldi,152.67,307.47,506.94,
SC,4201109,Anitápolis,277.15,468.98,620.8,
SC,4201208,Antônio Carlos,330.39,592.02,952.53,
SC,4201257,Apiúna,311.12,478.41,776.69,
SC,4201273,Arabutã,317.42,628.9,820.78,
SC,4201307,Araquari,353.1,412.35,609.76,
SC,4201406,Araranguá,380.77,573.87,827.2,
SC,4201505,Armazém,322.36,545.88,814.95,
SC,4201604,Arroio Trinta,294.77,493.08,1029.14,
SC,4201653,Arvoredo,377.4,393,675.6,
SC,4201703,Ascurra,391.43,538.5,793.09,
SC,4201802,Atalanta,260.64,542.07,781.32,
SC,4201901,Aurora,350.86,536.69,841.85,
SC,4201950,Balneário Arroio do Silva,268.08,501.54,866.42,
SC,4202008,Balneário Camboriú,791.69,1563.49,1625.59,
SC,4202057,Balneário Barra do Sul,272.92,484.72,676.33,
SC,4202073,Balneário Gaivota,275.64,431.14,768.73,
SC,4202081,Bandeirante,123.87,363.22,534.25,
SC,4202099,Barra Bonita,145.6,288.54,594.28,
SC,4202107,Barra Velha,355.7,559.51,773.05,
SC,4202131,Bela Vista do Toldo,157.62,231.98,389.28,
SC,4202156,Belmonte,163.68,299.75,620.67,
SC,4202206,Benedito Novo,352.49,482.89,717.89,
SC,4202305,Biguaçu,396.17,610.99,764.37,
SC,4202404,Blumenau,733.23,910.29,1253.17,
SC,4202438,Bocaina do Sul,159.29,266.32,434.87,
SC,4202453,Bombinhas,326.53,616.95,865.15,
SC,4202503,Bom Jardim da Serra,268.64,433.71,665.6,
SC,4202537,Bom Jesus,269.41,314.91,798.97,
SC,4202578,Bom Jesus do Oeste,167.86,278.83,728.09,
SC,4202602,Bom Retiro,260.18,410.52,638.85,
SC,4202701,Botuverá,393.56,564.51,805.77,
SC,4202800,Braço do Norte,340.57,855.53,831.77,
SC,4202859,Braço do Trombudo,254.53,461.35,941.12,
SC,4202875,Brunópolis,148.69,284.54,446.48,
SC,4202909,Brusque,596.58,817.76,1116.93,
SC,4203006,Caçador,383.13,542.59,744.28,
SC,4203105,Caibi,351.91,567.75,783.57,
SC,4203154,Calmon,197.62,196.51,373.86,
SC,4203204,Camboriú,385.15,474.88,781.76,
SC,4203253,Capão Alto,133.74,347.71,550.84,
SC,4203303,Campo Alegre,251.78,435.48,539.9,
SC,4203402,Campo Belo do Sul,150.81,294.73,450.29,
SC,4203501,Campo Erê,193.18,334.69,631.08,
SC,4203600,Campos Novos,328.88,504.63,708.77,
SC,4203709,Canelinha,332.39,505.59,721.27,
SC,4203808,Canoinhas,289.1,500.86,692.87,
SC,4203907,Capinzal,331.32,528.25,811.66,
SC,4203956,Capivari de Baixo,305.37,459.74,723.04,
SC,4204004,Catanduvas,357.17,552.3,717.59,
SC,4204103,Caxambu do Sul,189.21,698.49,730.36,
SC,4204152,Celso Ramos,191.75,256.18,458.62,
SC,4204178,Cerro Negro,140.66,213.16,414.6,
SC,4204194,Chapadão do Lageado,331.21,308.15,549.08,
SC,4204202,Chapecó,437.01,674.35,1017.34,
SC,4204251,Cocal do Sul,434.98,556.5,833.24,
SC,4204301,Concórdia,478.84,746.42,1009.49,
SC,4204350,Cordilheira Alta,258.29,606.98,773.44,
SC,4204400,Coronel Freitas,266.53,477.32,759.01,
SC,4204459,Coronel Martins,163.81,339.78,543.22,
SC,4204509,Corupá,492.92,568.77,951.63,
SC,4204558,Correia Pinto,296.86,408.03,628.18,
SC,4204608,Criciúma,542.21,802.98,1062.53,
SC,4204707,Cunha Porã,280,559.67,821.86,
SC,4204756,Cunhataí,213.94,563.16,1009.05,
SC,4204806,Curitibanos,325.51,497.76,687.47,
SC,4204905,Descanso,264.41,425.19,804.31,
SC,4205001,Dionísio Cerqueira,244.51,386.91,636.41,
SC,4205100,Dona Emma,225.46,558.02,918.49,
SC,4205159,Doutor Pedrinho,362.16,534.11,679.44,
SC,4205175,Entre Rios,154.94,168.71,423.63,
SC,4205191,Ermo,414.05,393.6,655.45,
SC,4205209,Erval Velho,289.26,474.15,780.33,
SC,4205308,Faxinal dos Guedes,314.54,637.3,828.49,
SC,4205357,Flor do Sertão,132.81,447.8,778.06,
SC,4205407,Florianópolis,921.95,1383.78,1798.12,
SC,4205431,Formosa do Sul,154.98,544.29,744.5,
SC,4205456,Forquilhinha,383.95,606.61,870.85,
SC,4205506,Fraiburgo,383.19,506.48,673.84,
SC,4205555,Frei Rogério,305.77,321.91,498.33,
SC,4205605,Galvão,243.07,504.52,638.12,
SC,4205704,Garopaba,222.32,468.8,784.88,
SC,4205803,Garuva,393.11,462.17,691.98,
SC,4205902,Gaspar,540.19,716.33,964.36,
SC,4206009,Governador Celso Ramos,331.08,467.84,784.5,
SC,4206108,Grão Pará,474.42,774.55,845.01,
SC,4206207,Gravatal,321.27,469,730.8,
SC,4206306,Guabiruba,422.72,657.92,851.75,
SC,4206405,Guaraciaba,209.45,412.22,873.67,
SC,4206504,Guaramirim,462.56,575.9,842.24,
SC,4206603,Guarujá do Sul,315,649.05,759.66,
SC,4206652,Guatambú,204.05,274.53,687.32,
SC,4206702,Herval d'Oeste,363.35,498.38,799.29,
SC,4206751,Ibiam,181.41,507.7,786.22,
SC,4206801,Ibicaré,298.91,511.95,768.67,
SC,4206900,Ibirama,362.14,604.5,844.25,
SC,4207007,Içara,325.49,456.86,759.54,
SC,4207106,Ilhota,349.1,490.64,853.29,
SC,4207205,Imaruí,259.79,378.37,516.73,
SC,4207304,Imbituba,330.05,500.55,768.81,
SC,4207403,Imbuia,371.74,464.85,688.57,
SC,4207502,Indaial,493.33,675.42,945.33,
SC,4207577,Iomerê,455.56,725.87,873.9,
SC,4207601,Ipira,236.86,460.55,725.68,
SC,4207650,Iporã do Oeste,309.92,369.16,815.06,
SC,4207684,Ipuaçu,170.54,292.01,530.81,
SC,4207700,Ipumirim,249.13,520.89,837.81,
SC,4207759,Iraceminha,256.73,394.83,663.24,
SC,4207809,Irani,205.98,582.52,686.25,
SC,4207858,Irati,169.16,308.45,601.25,
SC,4207908,Irineópolis,207.97,415.38,708.34,
SC,4208005,Itá,244.7,587.5,836.69,
SC,4208104,Itaiópolis,216.16,307.47,625.36,
SC,4208203,Itajaí,548.39,764.9,1014,
SC,4208302,Itapema,444.92,972.22,1078.48,
SC,4208401,Itapiranga,281.26,558.38,942.44,
SC,4208450,Itapoá,329.89,604.97,793.24,
SC,4208500,Ituporanga,505.33,555.26,844.05,
SC,4208609,Jaborá,242.41,464.11,831.84,
SC,4208708,Jacinto Machado,283,358.98,655.7,
SC,4208807,Jaguaruna,317.06,526.58,701.05,
SC,4208906,Jaraguá do Sul,666.86,816.54,1111.85,
SC,4208955,Jardinópolis,290.84,246.11,654.02,
SC,4209003,Joaçaba,680.87,891.5,1338.5,
SC,4209102,Joinville,592.18,796.17,1126.74,
SC,4209151,José Boiteux,260.63,435.55,580.97,
SC,4209177,Jupiá,126.15,353.69,654,
SC,4209201,Lacerdópolis,311.48,907.96,925.08,
SC,4209300,Lages,426.19,664.81,878.34,
SC,4209409,Laguna,275.14,494.74,684.42,
SC,4209458,Lajeado Grande,220.85,530.5,850.34,
SC,4209508,Laurentino,327.8,693.78,810.58,
SC,4209607,Lauro Muller,237.34,448.05,678.67,
SC,4209706,Lebon Régis,226.5,304.53,409.05,
SC,4209805,Leoberto Leal,233.72,373.99,800.32,
SC,4209854,Lindóia do Sul,357.88,746.42,836.32,
SC,4209904,Lontras,352.81,474.87,773.05,
SC,4210001,Luiz Alves,444.37,632.83,937.32,
SC,4210035,Luzerna,319.07,677.75,1030.37,
SC,4210050,Macieira,145.45,556.96,533.9,
SC,4210100,Mafra,315.41,486.44,789.53,
SC,4210209,Major Gercino,190.46,408.93,789.61,
SC,4210308,Major Vieira,207.81,410.13,465.76,
SC,4210407,Maracajá,287.21,804.3,861.85,
SC,4210506,Maravilha,397.33,583,896.02,
SC,4210555,Marema,239.09,570.77,840.58,
SC,4210605,Massaranduba,492.22,649.67,847.63,
SC,4210704,Matos Costa,228.43,337.46,402.83,
SC,4210803,Meleiro,434.04,792.35,768.23,
SC,4210852,Mirim Doce,237.23,356.54,560.66,
SC,4210902,Modelo,291.9,447.96,858.23,
SC,4211009,Mondaí,212.43,454.37,741.84,
SC,4211058,Monte Carlo,222.49,290.66,449.82,
SC,4211108,Monte Castelo,197.21,349.01,432.84,
SC,4211207,Morro da Fumaça,491.84,553.67,759.25,
SC,4211256,Morro Grande,357.5,327.39,809.37,
SC,4211306,Navegantes,375.15,473.99,756.39,
SC,4211405,Nova Erechim,327.99,614.06,944.83,
SC,4211454,Nova Itaberaba,274.6,460.71,868.83,
SC,4211504,Nova Trento,382.29,552.05,847.77,
SC,4211603,Nova Veneza,418.49,639.47,805.79,
SC,4211652,Novo Horizonte,244.17,430.44,623.51,
SC,4211702,Orleans,351.52,560.34,844.35,
SC,4211751,Otacílio Costa,382.04,511.43,677.67,
SC,4211801,Ouro,402.96,683.97,987.45,
SC,4211850,Ouro Verde,201.89,525.59,607.09,
SC,4211876,Paial,203.36,338.3,644.16,
SC,4211892,Painel,226.21,429.39,511.7,
SC,4211900,Palhoça,367.24,598.48,862.74,
SC,4212007,Palma Sola,202.8,377.71,623.64,
SC,4212056,Palmeira,210.8,490.45,471.82,
SC,4212106,Palmitos,247.15,605.47,887.5,
SC,4212205,Papanduva,226.05,324.29,589.35,
SC,4212239,Paraíso,159.4,350.75,743.76,
SC,4212254,Passo de Torres,334.74,396.12,602.85,
SC,4212270,Passos Maia,205.5,329.22,450.78,
SC,4212304,Paulo Lopes,225.32,395.71,650.58,
SC,4212403,Pedras Grandes,267.48,435.53,683.36,
SC,4212502,Penha,425.26,521.21,793.53,
SC,4212601,Peritiba,467.41,494.07,918.86,
SC,4212650,Pescaria Brava,,,,
SC,4212700,Petrolândia,280.26,463.81,799.56,
SC,4212809,Piçarras,355.61,633.21,826.13,
SC,4212908,Pinhalzinho,397.22,527.4,893.85,
SC,4213005,Pinheiro Preto,484.11,418.49,917.64,
SC,4213104,Piratuba,236.22,498.12,779.57,
SC,4213153,Planalto Alegre,160.4,538.54,754.11,
SC,4213203,Pomerode,469.75,763.48,1022.91,
SC,4213302,Ponte Alta,318.35,332.68,503.47,
SC,4213351,Ponte Alta do Norte,237.28,412.86,490.45,
SC,4213401,Ponte Serrada,225.33,418.06,586.05,
SC,4213500,Porto Belo,377.59,633.26,850.99,
SC,4213609,Porto União,367.81,580.98,864.41,
SC,4213708,Pouso Redondo,272.43,466.09,742.15,
SC,4213807,Praia Grande,371.69,428.91,591.62,
SC,4213906,Presidente Castelo Branco,338.29,588.04,1255.85,
SC,4214003,Presidente Getúlio,331.29,595.29,928.86,
SC,4214102,Presidente Nereu,233.2,351.83,934.37,
SC,4214151,Princesa,134.53,326.48,626.1,
SC,4214201,Quilombo,246.06,516.04,672.58,
SC,4214300,Rancho Queimado,257.08,427.01,813.8,
SC,4214409,Rio das Antas,313.81,443.35,737.53,
SC,4214508,Rio do Campo,254.55,439.91,803.46,
SC,4214607,Rio do Oeste,368.3,536.84,957.34,
SC,4214706,Rio dos Cedros,352.74,537.99,795.95,
SC,4214805,Rio do Sul,515.04,766.54,1114.31,
SC,4214904,Rio Fortuna,259.5,511.55,1570.51,
SC,4215000,Rio Negrinho,359.12,477.98,664.58,
SC,4215059,Rio Rufino,204.29,376.79,463.38,
SC,4215075,Riqueza,154.69,462.34,629.81,
SC,4215109,Rodeio,412.32,593.39,958.15,
SC,4215208,Romelândia,188.75,285.22,791.78,
SC,4215307,Salete,269.99,457.69,784.32,
SC,4215356,Saltinho,156.97,325.89,427.12,
SC,4215406,Salto Veloso,257.22,656.81,1011.21,
SC,4215455,Sangão,284.2,620.98,730.38,
SC,4215505,Santa Cecília,300.54,365.19,610.94,
SC,4215554,Santa Helena,165.82,359.4,644.48,
SC,4215604,Santa Rosa de Lima,229.78,461.56,731.43,
SC,4215653,Santa Rosa do Sul,365.83,394.58,630.29,
SC,4215679,Santa Terezinha,166.56,319.84,421.9,
SC,4215687,Santa Terezinha do Progresso,114.1,349.78,572.73,
SC,4215695,Santiago do Sul,225.44,274.04,756,
SC,4215703,Santo Amaro da Imperatriz,314.7,575.71,867.13,
SC,4215752,São Bernardino,119.39,330.62,465.1,
SC,4215802,São Bento do Sul,442.37,635.17,923.29,
SC,4215901,São Bonifácio,283.01,353.47,745.72,
SC,4216008,São Carlos,286.21,844.03,924.02,
SC,4216057,São Cristovão do Sul,210.07,287.22,507.73,
SC,4216107,São Domingos,216.37,624.61,956.19,
SC,4216206,São Francisco do Sul,397.72,664.41,801.49,
SC,4216255,São João do Oeste,239.32,350.48,881.09,
SC,4216305,São João Batista,368.39,586.58,794.12,
SC,4216354,São João do Itaperiú,279.34,505.78,680.25,
SC,4216404,São João do Sul,276.85,384.4,558.4,
SC,4216503,São Joaquim,294.36,454.9,641.75,
SC,4216602,São José,600.07,842.19,1157.43,
SC,4216701,São José do Cedro,298.39,488.85,866.73,
SC,4216800,São José do Cerrito,183.61,302.8,375.44,
SC,4216909,São Lourenço do Oeste,279.72,552.09,841.27,
SC,4217006,São Ludgero,457.56,675.16,884.18,
SC,4217105,São Martinho,249.85,858.09,870.77,
SC,4217154,São Miguel da Boa Vista,130.79,287.84,767.85,
SC,4217204,São Miguel do Oeste,388,603.44,1072.6,
SC,4217253,São Pedro de Alcântara,337.9,461.17,887.7,
SC,4217303,Saudades,252.21,466.91,719.94,
SC,4217402,Schroeder,467.79,836.7,852.5,
SC,4217501,Seara,442.05,591.68,1188.18,
SC,4217550,Serra Alta,211.01,432.36,893.35,
SC,4217600,Siderópolis,336.78,640.26,855.02,
SC,4217709,Sombrio,323.59,528.99,746.69,
SC,4217758,Sul Brasil,144.6,279.87,674.87,
SC,4217808,Taió,375.86,571.94,848.34,
SC,4217907,Tangará,368.65,561.55,840.87,
SC,4217956,Tigrinhos,108.04,226.8,579.87,
SC,4218004,Tijucas,525.52,780.92,835.48,
SC,4218103,Timbé do Sul,283.48,546.41,709.63,
SC,4218202,Timbó,539.67,774.58,1214.03,
SC,4218251,Timbó Grande,218.72,233.71,412.31,
SC,4218301,Três Barras,230.68,417.61,539.69,
SC,4218350,Treviso,249.93,477.34,784.39,
SC,4218400,Treze de Maio,275.87,566.64,746.89,
SC,4218509,Treze Tílias,368.72,633.62,1471.95,
SC,4218608,Trombudo Central,401,536.85,905.3,
SC,4218707,Tubarão,474.49,754.61,1077.62,
SC,4218756,Tunápolis,219.9,381.12,742.67,
SC,4218806,Turvo,556.18,687.86,810.85,
SC,4218855,União do Oeste,267.93,566.4,634.81,
SC,4218905,Urubici,311.16,429.6,713.25,
SC,4218954,Urupema,259.02,479.15,508.79,
SC,4219002,Urussanga,397.39,676.95,883.42,
SC,4219101,Vargeão,338.03,648.24,655.53,
SC,4219150,Vargem,146.63,393.19,419.74,
SC,4219176,Vargem Bonita,260.32,402.39,642.6,
SC,4219200,Vidal Ramos,244.32,414.25,744.1,
SC,4219309,Videira,496.87,649.25,978.07,
SC,4219358,Vitor Meireles,291.34,453.27,599.02,
SC,4219408,Witmarsum,232.21,465.45,796.45,
SC,4219507,Xanxerê,390.1,561.71,906.11,
SC,4219606,Xavantina,590.5,748.39,973.81,
SC,4219705,Xaxim,274.59,608.89,783.29,
SC,4219853,Zortéa,271.95,351.13,861.63,
SC,4220000,Balneário Rincão,,,,
SC,4299919,São Miguel,,,,
SE,2800100,Amparo de São Francisco,94.58,155.75,275.32,
SE,2800209,Aquidabã,145.46,176.37,282.19,
SE,2800308,Aracaju,513.29,700.81,1052.03,
SE,2800407,Arauá,145.72,203.26,245.7,
SE,2800506,Areia Branca,140.25,171.68,294.32,
SE,2800605,Barra dos Coqueiros,212.93,260.11,448.81,
SE,2800670,Boquim,213.63,187.71,296.54,
SE,2800704,Brejo Grande,105.92,118.53,197.69,
SE,2801009,Campo do Brito,163.73,216.94,391.94,
SE,2801108,Canhoba,116.64,132.42,249.3,
SE,2801207,Canindé de São Francisco,126.17,187.14,270.17,
SE,2801306,Capela,147.16,157.7,326.55,
SE,2801405,Carira,158.74,181.37,297.74,
SE,2801504,Carmópolis,188.1,228.71,385.16,
SE,2801603,Cedro de São João,173.63,202.16,352.53,
SE,2801702,Cristinápolis,127.51,173.91,229.99,
SE,2801900,Cumbe,120.86,121.95,288.67,
SE,2802007,Divina Pastora,122.19,149.53,278.62,
SE,2802106,Estância,189.45,246.08,395.41,
SE,2802205,Feira Nova,111.41,126.6,238.42,
SE,2802304,Frei Paulo,176.6,246.89,386.65,
SE,2802403,Gararu,102.87,136.15,236.06,
SE,2802502,General Maynard,129.75,188.1,354.58,
SE,2802601,Gracho Cardoso,107.87,163.65,264.86,
SE,2802700,Ilha das Flores,80.82,132.81,195.64,
SE,2802809,Indiaroba,100.97,133.85,220.89,
SE,2802908,Itabaiana,237.8,269.07,443.39,
SE,2803005,Itabaianinha,109.21,170.84,253.22,
SE,2803104,Itabi,146.55,165.58,276.77,
SE,2803203,Itaporanga d'Ajuda,97.47,167.73,242.62,
SE,2803302,Japaratuba,141.23,192.94,296.93,
SE,2803401,Japoatã,104.64,145.44,246.68,
SE,2803500,Lagarto,185.33,217.56,362.8,
SE,2803609,Laranjeiras,139.9,177.8,313.29,
SE,2803708,Macambira,121.05,177.62,282.4,
SE,2803807,Malhada dos Bois,112.1,139.46,261.05,
SE,2803906,Malhador,152.18,181.17,308.04,
SE,2804003,Maruim,139.5,187.52,314.55,
SE,2804102,Moita Bonita,130.96,180.15,326.89,
SE,2804201,Monte Alegre de Sergipe,101.65,145.16,229.3,
SE,2804300,Muribeca,109.15,165.67,286.8,
SE,2804409,Neópolis,146.76,193.21,286.69,
SE,2804458,Nossa Senhora Aparecida,113.43,134.68,289.16,
SE,2804508,Nossa Senhora da Glória,142.06,224.68,316.84,
SE,2804607,Nossa Senhora das Dores,164.51,187.89,294.53,
SE,2804706,Nossa Senhora de Lourdes,182.1,216.07,261.29,
SE,2804805,Nossa Senhora do Socorro,163.37,234.39,379.98,
SE,2804904,Pacatuba,97.93,103.68,195.47,
SE,2805000,Pedra Mole,106.29,172.23,332.75,
SE,2805109,Pedrinhas,151.54,164.66,273.91,
SE,2805208,Pinhão,120.34,173.49,295.24,
SE,2805307,Pirambu,136.67,223.1,257.65,
SE,2805406,Poço Redondo,90.75,103.75,202.24,
SE,2805505,Poço Verde,108.55,164.02,266.56,
SE,2805604,Porto da Folha,98.45,119.7,226.66,
SE,2805703,Propriá,196.89,282.52,400.35,
SE,2805802,Riachão do Dantas,116.94,127.34,212.37,
SE,2805901,Riachuelo,145.7,179.58,317.28,
SE,2806008,Ribeirópolis,156.06,229.15,357.17,
SE,2806107,Rosário do Catete,167.18,227.23,341.06,
SE,2806206,Salgado,128.32,171.2,311.33,
SE,2806305,Santa Luzia do Itanhy,86.6,106.3,194.24,
SE,2806404,Santana do São Francisco,108.48,127.95,236.25,
SE,2806503,Santa Rosa de Lima,112.55,154.02,213.07,
SE,2806602,Santo Amaro das Brotas,107.01,182.96,362.46,
SE,2806701,São Cristóvão,173.07,261.6,388.36,
SE,2806800,São Domingos,132.14,157.68,281.44,
SE,2806909,São Francisco,164.9,163.18,267.3,
SE,2807006,São Miguel do Aleixo,123.22,137.24,279.25,
SE,2807105,Simão Dias,144.46,170.89,293.99,
SE,2807204,Siriri,127.9,182.16,268.51,
SE,2807303,Telha,106.92,160.38,268.17,
SE,2807402,Tobias Barreto,147.81,200.18,353.87,
SE,2807501,Tomar do Geru,106.2,115.07,203.09,
SE,2807600,Umbaúba,175.59,176.67,272.53,
SP,3500105,Adamantina,525.09,696.1,975.43,
SP,3500204,Adolfo,351.62,439.57,661.65,
SP,3500303,Aguaí,412.97,610.66,636.07,
SP,3500402,Águas da Prata,531.44,680.16,853.39,
SP,3500501,Águas de Lindóia,498.51,805.89,730.13,
SP,3500550,Águas de Santa Bárbara,456.63,612.97,818.15,
SP,3500600,Águas de São Pedro,1185.28,1759.76,1580.72,
SP,3500709,Agudos,404.41,530.21,642.59,
SP,3500758,Alambari,361.56,429.24,556.36,
SP,3500808,Alfredo Marcondes,378.46,443.27,558.38,
SP,3500907,Altair,352.71,436.52,616.38,
SP,3501004,Altinópolis,506.48,772.55,731.49,
SP,3501103,Alto Alegre,249.43,407.89,560.3,
SP,3501152,Alumínio,489.03,597.76,747.27,
SP,3501202,Álvares Florence,226.48,496.24,627.14,
SP,3501301,Álvares Machado,345.69,514.41,672.03,
SP,3501400,Álvaro de Carvalho,220.18,290.82,512.99,
SP,3501509,Alvinlândia,285.04,364.53,710.49,
SP,3501608,Americana,774.3,937.29,1161.68,
SP,3501707,Américo Brasiliense,484.46,483.88,659.67,
SP,3501806,Américo de Campos,324.88,462.61,686.56,
SP,3501905,Amparo,579.63,874.72,1027.6,
SP,3502002,Analândia,431.02,625.27,823.33,
SP,3502101,Andradina,464.09,707.79,919.36,
SP,3502200,Angatuba,395.07,499.03,597.99,
SP,3502309,Anhembi,334.3,492.76,554.16,
SP,3502408,Anhumas,254.53,325.95,561.82,
SP,3502507,Aparecida,577.29,636.55,775.17,
SP,3502606,Aparecida d'Oeste,301.67,488.92,611.22,
SP,3502705,Apiaí,288.77,352.29,492.43,
SP,3502754,Araçariguama,360.58,530.33,691.69,
SP,3502804,Araçatuba,683.15,994.3,1036.09,
SP,3502903,Araçoiaba da Serra,438.75,611.77,853.87,
SP,3503000,Aramina,449.6,496.32,721.56,
SP,3503109,Arandu,240.52,377,535.27,
SP,3503158,Arapeí,168.63,298.06,414.19,
SP,3503208,Araraquara,715.06,872.54,1080.66,
SP,3503307,Araras,625.58,742.82,921.76,
SP,3503356,Arco-Íris,493.93,506.12,520.01,
SP,3503406,Arealva,350.88,546.93,697.3,
SP,3503505,Areias,247.4,404.86,396.78,
SP,3503604,Areiópolis,333.83,400.76,570.09,
SP,3503703,Ariranha,506.21,434.95,751.35,
SP,3503802,Artur Nogueira,572.57,634.06,823.24,
SP,3503901,Arujá,582.08,684.36,910.67,
SP,3503950,Aspásia,224.32,350.36,619.43,
SP,3504008,Assis,585.49,794.13,967.39,
SP,3504107,Atibaia,653.84,884.14,1063.52,
SP,3504206,Auriflama,500.66,641.72,829.68,
SP,3504305,Avaí,244.03,420.48,531.2,
SP,3504404,Avanhandava,381.36,421.21,579.71,
SP,3504503,Avaré,548.58,735.8,854.42,
SP,3504602,Bady Bassitt,524.72,622.63,783.57,
SP,3504701,Balbinos,291,454.58,586.02,
SP,3504800,Bálsamo,399.09,862.8,832.51,
SP,3504909,Bananal,309.16,515.51,595.74,
SP,3505005,Barão de Antonina,219,347.4,536.63,
SP,3505104,Barbosa,282.14,378.92,536.37,
SP,3505203,Bariri,472.93,666.41,781.34,
SP,3505302,Barra Bonita,784,728.73,915.28,
SP,3505351,Barra do Chapéu,172.63,203.69,370.97,
SP,3505401,Barra do Turvo,180.72,215.88,390.88,
SP,3505500,Barretos,563.65,782.49,917,
SP,3505609,Barrinha,440.98,434.95,668.32,
SP,3505708,Barueri,736.32,994.81,1095.84,
SP,3505807,Bastos,405.03,491.64,609.76,
SP,3505906,Batatais,585.87,717.67,941.79,
