Percentual da população de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos
Sigla,Código,Município,1991,2000,2010,
SC,4201703,Ascurra,59.35,48.58,40.08,
SC,4201802,Atalanta,62.44,53.49,42.12,
SC,4201901,Aurora,62.4,55.29,44.91,
SC,4201950,Balneário Arroio do Silva,66.24,52.52,45.73,
SC,4202008,Balneário Camboriú,54.09,43.48,34.68,
SC,4202057,Balneário Barra do Sul,71.87,54.31,50.91,
SC,4202073,Balneário Gaivota,66.95,58.34,49.33,
SC,4202081,Bandeirante,64.55,61.51,48.87,
SC,4202099,Barra Bonita,60.91,57.12,49.76,
SC,4202107,Barra Velha,61.95,57.69,48.73,
SC,4202131,Bela Vista do Toldo,71.98,58.96,47.3,
SC,4202156,Belmonte,67.45,57.8,47.87,
SC,4202206,Benedito Novo,58.69,49.24,42.43,
SC,4202305,Biguaçu,62.62,52.44,40.66,
SC,4202404,Blumenau,52.36,44.39,35.53,
SC,4202438,Bocaina do Sul,66.95,56.89,47.6,
SC,4202453,Bombinhas,61.99,50.74,40.13,
SC,4202503,Bom Jardim da Serra,63.7,58.59,47.38,
SC,4202537,Bom Jesus,66.96,58.73,44.92,
SC,4202578,Bom Jesus do Oeste,57.38,52.7,45.73,
SC,4202602,Bom Retiro,68.94,62.39,51.41,
SC,4202701,Botuverá,51.56,47.11,36.71,
SC,4202800,Braço do Norte,63.17,54.88,40.74,
SC,4202859,Braço do Trombudo,62.58,52.27,44.04,
SC,4202875,Brunópolis,70.88,63.28,50,
SC,4202909,Brusque,52.84,44.37,34.34,
SC,4203006,Caçador,59.19,55.22,46.25,
SC,4203105,Caibi,62.36,55.28,43.06,
SC,4203154,Calmon,78.77,77.89,62.55,
SC,4203204,Camboriú,64.94,58.61,43.92,
SC,4203253,Capão Alto,60.46,59.11,50.85,
SC,4203303,Campo Alegre,65.11,53.36,48.1,
SC,4203402,Campo Belo do Sul,70.87,57.15,49.93,
SC,4203501,Campo Erê,75.41,69.17,52.33,
SC,4203600,Campos Novos,63.67,56.39,46.2,
SC,4203709,Canelinha,62.91,53.78,44.87,
SC,4203808,Canoinhas,64.33,55.43,44.95,
SC,4203907,Capinzal,57.6,48.69,41.54,
SC,4203956,Capivari de Baixo,60.59,48.89,40.25,
SC,4204004,Catanduvas,63.69,55.96,45.43,
SC,4204103,Caxambu do Sul,62.22,56.45,44.62,
SC,4204152,Celso Ramos,62.84,56.87,45.08,
SC,4204178,Cerro Negro,76.46,61.53,52.45,
SC,4204194,Chapadão do Lageado,64.26,60.87,49.95,
SC,4204202,Chapecó,62.56,51.69,38.73,
SC,4204251,Cocal do Sul,60.75,47.39,33.83,
SC,4204301,Concórdia,54.81,45.93,39.69,
SC,4204350,Cordilheira Alta,63.77,48.42,35.5,
SC,4204400,Coronel Freitas,58.67,51.8,40.73,
SC,4204459,Coronel Martins,63.57,57.73,46.57,
SC,4204509,Corupá,61.04,52.16,42.7,
SC,4204558,Correia Pinto,62.3,59.9,46.84,
SC,4204608,Criciúma,59.06,48.53,36.87,
SC,4204707,Cunha Porã,54.52,50.49,41.52,
SC,4204756,Cunhataí,58.43,52.21,38.89,
SC,4204806,Curitibanos,63.45,56.51,49.97,
SC,4204905,Descanso,63.24,53.02,42.05,
SC,4205001,Dionísio Cerqueira,70.58,61.66,52.53,
SC,4205100,Dona Emma,62.31,54.84,47.8,
SC,4205159,Doutor Pedrinho,53.85,47.89,49.28,
SC,4205175,Entre Rios,93.46,76.47,61.05,
SC,4205191,Ermo,64.89,55.01,45.39,
SC,4205209,Erval Velho,60.79,49.58,45.64,
SC,4205308,Faxinal dos Guedes,65.15,55.39,44.89,
SC,4205357,Flor do Sertão,61.33,53.9,46.22,
SC,4205407,Florianópolis,52.47,42.01,34.08,
SC,4205431,Formosa do Sul,60.74,57.61,46.87,
SC,4205456,Forquilhinha,64.98,54.15,40.06,
SC,4205506,Fraiburgo,59.64,55.2,47.37,
SC,4205555,Frei Rogério,65.92,60.77,49.13,
SC,4205605,Galvão,61,61.46,48.06,
SC,4205704,Garopaba,61.09,51.64,41.45,
SC,4205803,Garuva,67.93,62.43,49.09,
SC,4205902,Gaspar,56.57,47.38,37.21,
SC,4206009,Governador Celso Ramos,56.9,49.13,38.33,
SC,4206108,Grão Pará,62.96,52.29,40.09,
SC,4206207,Gravatal,63.36,53.94,42.16,
SC,4206306,Guabiruba,51.52,47.4,35.78,
SC,4206405,Guaraciaba,60.94,52.35,40.48,
SC,4206504,Guaramirim,59.14,51.76,39.61,
SC,4206603,Guarujá do Sul,63.84,58.7,42.51,
SC,4206652,Guatambú,70.73,62.28,44.47,
SC,4206702,Herval d'Oeste,59.79,51.87,41.57,
SC,4206751,Ibiam,62.55,54.06,40.29,
SC,4206801,Ibicaré,60.59,47.86,46.4,
SC,4206900,Ibirama,60.67,52.44,44.44,
SC,4207007,Içara,64.44,53.96,39.48,
SC,4207106,Ilhota,61.95,53.16,44.06,
SC,4207205,Imaruí,68.58,57.92,51.05,
SC,4207304,Imbituba,60.84,50.63,42.19,
SC,4207403,Imbuia,63.79,56.97,45.84,
SC,4207502,Indaial,55.92,47.47,39.36,
SC,4207577,Iomerê,54.29,47.06,45.03,
SC,4207601,Ipira,58.65,51.61,46.67,
SC,4207650,Iporã do Oeste,60.42,53.25,42.01,
SC,4207684,Ipuaçu,74.22,71.92,64.01,
SC,4207700,Ipumirim,59.02,51.57,40.83,
SC,4207759,Iraceminha,57.68,51,48.55,
SC,4207809,Irani,69.65,56.73,44.94,
SC,4207858,Irati,70.48,63.21,44.25,
SC,4207908,Irineópolis,69.48,59.81,50.35,
SC,4208005,Itá,60.61,48.66,43.44,
SC,4208104,Itaiópolis,70.05,61.04,50.6,
SC,4208203,Itajaí,58.25,49.2,39.2,
SC,4208302,Itapema,63.39,51.49,39.88,
SC,4208401,Itapiranga,64.13,54.95,40.57,
SC,4208450,Itapoá,69.93,55.97,46.3,
SC,4208500,Ituporanga,62.59,55.72,42.95,
SC,4208609,Jaborá,55.59,52.12,42.99,
SC,4208708,Jacinto Machado,62.28,53.78,43.31,
SC,4208807,Jaguaruna,66.01,53.9,42.89,
SC,4208906,Jaraguá do Sul,55.22,44.31,35.15,
SC,4208955,Jardinópolis,70.39,56.64,44.16,
SC,4209003,Joaçaba,53.52,47.34,38.84,
SC,4209102,Joinville,57.88,47.74,37.62,
SC,4209151,José Boiteux,70.22,69.33,56.27,
SC,4209177,Jupiá,65.07,54.49,49.27,
SC,4209201,Lacerdópolis,49.32,42.49,45.63,
SC,4209300,Lages,61.33,53.75,44.56,
SC,4209409,Laguna,60.92,51.7,43.83,
SC,4209458,Lajeado Grande,59.78,57.2,40.04,
SC,4209508,Laurentino,54.87,49.37,37.9,
SC,4209607,Lauro Muller,61.61,51.19,42.18,
SC,4209706,Lebon Régis,73.11,69.1,56.48,
SC,4209805,Leoberto Leal,66.72,56.57,44.12,
SC,4209854,Lindóia do Sul,61.84,46.99,42.48,
SC,4209904,Lontras,63.11,55.69,46.28,
SC,4210001,Luiz Alves,63.33,55.41,42.67,
SC,4210035,Luzerna,52.68,47.33,41.06,
SC,4210050,Macieira,64.85,59.13,46.43,
SC,4210100,Mafra,63.33,52.95,44.35,
SC,4210209,Major Gercino,68.37,56.99,46.51,
SC,4210308,Major Vieira,67.32,58.94,48.1,
SC,4210407,Maracajá,62.82,52.69,42.53,
SC,4210506,Maravilha,57.76,51.97,41.38,
SC,4210555,Marema,58,54.04,43.48,
SC,4210605,Massaranduba,56.21,49.26,40.98,
SC,4210704,Matos Costa,70.63,62.47,55.39,
SC,4210803,Meleiro,62.04,54.28,41.33,
SC,4210852,Mirim Doce,69.62,60.71,50.51,
SC,4210902,Modelo,53.98,52.38,45.97,
SC,4211009,Mondaí,61.14,53.8,37.69,
SC,4211058,Monte Carlo,66.88,64.01,54.61,
SC,4211108,Monte Castelo,73.46,62.67,52.77,
SC,4211207,Morro da Fumaça,63.88,52.75,40.59,
SC,4211256,Morro Grande,64.43,54.67,39.61,
SC,4211306,Navegantes,63.01,55.91,44.45,
SC,4211405,Nova Erechim,56.8,50.83,41.46,
SC,4211454,Nova Itaberaba,65,59.58,45.75,
SC,4211504,Nova Trento,56.44,50.08,38.52,
SC,4211603,Nova Veneza,58.44,53.81,40.47,
SC,4211652,Novo Horizonte,60.26,55.05,48.25,
SC,4211702,Orleans,60.6,51.27,39.91,
SC,4211751,Otacílio Costa,62.1,53.2,45.92,
SC,4211801,Ouro,53.99,48.5,41.74,
SC,4211850,Ouro Verde,67.68,53.93,45.48,
SC,4211876,Paial,69.97,60.56,43.68,
SC,4211892,Painel,63.32,49.66,50.16,
SC,4211900,Palhoça,62.27,53.06,38.96,
SC,4212007,Palma Sola,73.57,65.78,49.45,
SC,4212056,Palmeira,60.54,51.49,51.15,
SC,4212106,Palmitos,59.13,51.85,42.3,
SC,4212205,Papanduva,72.54,63.27,48.26,
SC,4212239,Paraíso,69.46,60.13,49.12,
SC,4212254,Passo de Torres,65.22,56.86,45.55,
SC,4212270,Passos Maia,68.78,68.48,53.14,
SC,4212304,Paulo Lopes,66.11,57.89,45.45,
SC,4212403,Pedras Grandes,62.48,50.58,40.45,
SC,4212502,Penha,64.08,52.28,44.57,
SC,4212601,Peritiba,59.66,53.15,43.55,
SC,4212650,Pescaria Brava,,,,
SC,4212700,Petrolândia,64.83,59.51,45.22,
SC,4212809,Piçarras,68.43,55.47,45.98,
SC,4212908,Pinhalzinho,57.44,52.83,39.69,
SC,4213005,Pinheiro Preto,54.62,51.7,41.12,
SC,4213104,Piratuba,66.81,40.42,43.51,
SC,4213153,Planalto Alegre,61.65,57.18,41.99,
SC,4213203,Pomerode,54.35,42.87,37,
SC,4213302,Ponte Alta,70.45,62.77,54.87,
SC,4213351,Ponte Alta do Norte,73.7,68.2,53.49,
SC,4213401,Ponte Serrada,62.85,61.38,49.18,
SC,4213500,Porto Belo,63.04,53.13,42.49,
SC,4213609,Porto União,59.93,54.33,47.37,
SC,4213708,Pouso Redondo,66.51,53.32,46.49,
SC,4213807,Praia Grande,66.13,54.23,43.8,
SC,4213906,Presidente Castelo Branco,52.29,48.41,41.51,
SC,4214003,Presidente Getúlio,58.47,50.95,43.14,
SC,4214102,Presidente Nereu,71.51,58.2,46.19,
SC,4214151,Princesa,70.95,58.75,44.55,
SC,4214201,Quilombo,65.68,57.88,42.94,
SC,4214300,Rancho Queimado,59.68,55.94,40.92,
SC,4214409,Rio das Antas,60.9,55.48,49.07,
SC,4214508,Rio do Campo,69.21,55.66,45.22,
SC,4214607,Rio do Oeste,56.47,49.79,43.34,
SC,4214706,Rio dos Cedros,55.91,49.46,42.24,
SC,4214805,Rio do Sul,57.48,48.89,39.45,
SC,4214904,Rio Fortuna,59.45,51.88,37.14,
SC,4215000,Rio Negrinho,63.39,54.62,46.81,
SC,4215059,Rio Rufino,62.41,63.77,48.63,
SC,4215075,Riqueza,64.65,58.03,48.51,
SC,4215109,Rodeio,53.23,43.49,38.32,
SC,4215208,Romelândia,68.18,61.55,49.22,
SC,4215307,Salete,67.07,55.75,43.54,
SC,4215356,Saltinho,78.19,64.42,54.36,
SC,4215406,Salto Veloso,65.33,54,43.39,
SC,4215455,Sangão,68.04,60.03,47.58,
SC,4215505,Santa Cecília,69.06,62.78,51.87,
SC,4215554,Santa Helena,64.07,56.85,40.95,
SC,4215604,Santa Rosa de Lima,54.99,52.28,38.68,
SC,4215653,Santa Rosa do Sul,62.88,54.87,44.65,
SC,4215679,Santa Terezinha,73.96,60.38,44.91,
SC,4215687,Santa Terezinha do Progresso,76.89,61.97,52.02,
SC,4215695,Santiago do Sul,62.46,56.89,44.62,
SC,4215703,Santo Amaro da Imperatriz,59.23,52.76,39.06,
SC,4215752,São Bernardino,77.21,61.77,50.34,
SC,4215802,São Bento do Sul,60.61,49.18,40.08,
SC,4215901,São Bonifácio,54.97,51.77,46.59,
SC,4216008,São Carlos,60.94,48.97,38.31,
SC,4216057,São Cristovão do Sul,61.15,55.52,43.12,
SC,4216107,São Domingos,59.68,52.2,45.01,
SC,4216206,São Francisco do Sul,66.21,54.58,46.45,
SC,4216255,São João do Oeste,64.94,53.39,38.08,
SC,4216305,São João Batista,58.12,48.85,39.2,
SC,4216354,São João do Itaperiú,62.09,57.19,47.49,
SC,4216404,São João do Sul,63.25,54.25,44.25,
SC,4216503,São Joaquim,59.9,50.4,44.16,
SC,4216602,São José,55.88,44.6,35.06,
SC,4216701,São José do Cedro,65.31,53.53,44.18,
SC,4216800,São José do Cerrito,61.29,57.14,51.3,
SC,4216909,São Lourenço do Oeste,62.36,53.85,43.63,
SC,4217006,São Ludgero,62.66,53.7,40.01,
SC,4217105,São Martinho,61.21,54.76,43.26,
SC,4217154,São Miguel da Boa Vista,57.49,55.83,48.4,
SC,4217204,São Miguel do Oeste,60.64,50.23,38.3,
SC,4217253,São Pedro de Alcântara,52.1,51.22,44.73,
SC,4217303,Saudades,57.31,54.66,39.41,
SC,4217402,Schroeder,60.03,48.24,39.62,
SC,4217501,Seara,57.98,49.33,38.84,
SC,4217550,Serra Alta,59.47,57.3,42.45,
SC,4217600,Siderópolis,57.78,50.65,39.99,
SC,4217709,Sombrio,61.43,54.02,43.79,
SC,4217758,Sul Brasil,70.05,58.98,47.21,
SC,4217808,Taió,62.17,52.01,44.1,
SC,4217907,Tangará,59.57,51.95,44.03,
SC,4217956,Tigrinhos,68.62,55.46,43.66,
SC,4218004,Tijucas,63.86,53.35,40.46,
SC,4218103,Timbé do Sul,63.67,51.18,42.73,
SC,4218202,Timbó,52.82,44.62,36.92,
SC,4218251,Timbó Grande,73.31,71.85,57.41,
SC,4218301,Três Barras,73.76,61.36,51.43,
SC,4218350,Treviso,60.37,49.36,38.31,
SC,4218400,Treze de Maio,61.98,54.36,38.92,
SC,4218509,Treze Tílias,67.11,53.5,42.22,
SC,4218608,Trombudo Central,62.55,51.98,42.98,
SC,4218707,Tubarão,57.58,45.09,36.25,
SC,4218756,Tunápolis,62.06,50.98,42.33,
SC,4218806,Turvo,61.62,50.79,39.92,
SC,4218855,União do Oeste,64.02,58.16,46.38,
SC,4218905,Urubici,62.12,57.89,47.8,
SC,4218954,Urupema,56.32,45.31,44.3,
SC,4219002,Urussanga,58.81,47.15,37.66,
SC,4219101,Vargeão,62.59,54.51,47.91,
SC,4219150,Vargem,72.8,56.48,48.34,
SC,4219176,Vargem Bonita,65.11,59.3,48.64,
SC,4219200,Vidal Ramos,65.13,56.93,46.14,
SC,4219309,Videira,54.9,49.7,40.76,
SC,4219358,Vitor Meireles,70.56,65.89,51.1,
SC,4219408,Witmarsum,64.06,55.1,43.94,
SC,4219507,Xanxerê,60.63,52.26,42.28,
SC,4219606,Xavantina,60.29,49.09,38.99,
SC,4219705,Xaxim,60.39,51.93,41.36,
SC,4219853,Zortéa,62.44,49.09,45.26,
SC,4220000,Balneário Rincão,,,,
SC,4299919,São Miguel,,,,
SE,2800100,Amparo de São Francisco,93.35,70.47,57.55,
SE,2800209,Aquidabã,86.15,71.44,56.81,
SE,2800308,Aracaju,61.7,48.18,39.67,
SE,2800407,Arauá,94.07,71.94,55.02,
SE,2800506,Areia Branca,89.3,70.29,55.08,
SE,2800605,Barra dos Coqueiros,72.27,61.28,48.04,
SE,2800670,Boquim,81.71,65.31,53.01,
SE,2800704,Brejo Grande,99.61,88.73,67.25,
SE,2801009,Campo do Brito,78.43,65.59,55.3,
SE,2801108,Canhoba,95.4,79.09,61.07,
SE,2801207,Canindé de São Francisco,89.48,80.15,63.14,
SE,2801306,Capela,90.94,71.99,58.52,
SE,2801405,Carira,82.44,69.71,56.57,
SE,2801504,Carmópolis,82.96,67.45,54.13,
SE,2801603,Cedro de São João,71.8,58.46,54.12,
SE,2801702,Cristinápolis,95.07,75.8,61.82,
SE,2801900,Cumbe,88.92,66.79,53.32,
SE,2802007,Divina Pastora,86.14,66.72,58.58,
SE,2802106,Estância,83.65,66.3,50.74,
SE,2802205,Feira Nova,85.35,74.04,59.07,
SE,2802304,Frei Paulo,77.33,68.9,50.97,
SE,2802403,Gararu,93.72,69.8,56.64,
SE,2802502,General Maynard,82.96,65.86,51.68,
SE,2802601,Gracho Cardoso,88.2,66.59,53.65,
SE,2802700,Ilha das Flores,97.59,82.68,65.18,
SE,2802809,Indiaroba,99.91,81.73,66.4,
SE,2802908,Itabaiana,76.41,61.15,48.46,
SE,2803005,Itabaianinha,92.47,71.64,59.07,
SE,2803104,Itabi,87.07,66.1,51.96,
SE,2803203,Itaporanga d'Ajuda,97.11,73.21,55.09,
SE,2803302,Japaratuba,87.84,72.48,53.21,
SE,2803401,Japoatã,97.42,71.07,57.99,
SE,2803500,Lagarto,77.83,65.76,51.87,
SE,2803609,Laranjeiras,90.53,64.11,50.21,
SE,2803708,Macambira,85.1,72.06,53.83,
SE,2803807,Malhada dos Bois,87.14,73.12,57.88,
SE,2803906,Malhador,87.24,67.95,52.84,
SE,2804003,Maruim,86.83,65.07,52.5,
SE,2804102,Moita Bonita,80.67,65.58,50.74,
SE,2804201,Monte Alegre de Sergipe,90.22,76.23,59.16,
SE,2804300,Muribeca,94.58,72.61,51.64,
SE,2804409,Neópolis,90.72,72.77,55.54,
SE,2804458,Nossa Senhora Aparecida,84.8,65.35,48.77,
SE,2804508,Nossa Senhora da Glória,83.05,65.98,51.37,
SE,2804607,Nossa Senhora das Dores,84.88,68.07,53.8,
SE,2804706,Nossa Senhora de Lourdes,82.92,70.14,55.72,
SE,2804805,Nossa Senhora do Socorro,80.21,61.45,47.06,
SE,2804904,Pacatuba,104.65,78.3,62.03,
SE,2805000,Pedra Mole,80.62,65.83,47.45,
SE,2805109,Pedrinhas,86.9,73.46,57.37,
SE,2805208,Pinhão,82.3,67.17,53,
SE,2805307,Pirambu,90.7,72.29,58.02,
SE,2805406,Poço Redondo,96.79,85.69,64.05,
SE,2805505,Poço Verde,79.59,70.51,55.39,
SE,2805604,Porto da Folha,97.16,77.01,58.87,
SE,2805703,Propriá,77.17,66.65,51.21,
SE,2805802,Riachão do Dantas,92.65,76.47,58.36,
SE,2805901,Riachuelo,88.4,67.34,54.73,
SE,2806008,Ribeirópolis,82.64,65.05,50.38,
SE,2806107,Rosário do Catete,83.26,64.86,51.74,
SE,2806206,Salgado,89.86,68.82,53.9,
SE,2806305,Santa Luzia do Itanhy,107.37,83.77,65.17,
SE,2806404,Santana do São Francisco,100.1,77.77,56.33,
SE,2806503,Santa Rosa de Lima,93.5,71.35,62.36,
SE,2806602,Santo Amaro das Brotas,88.69,65.2,54.67,
SE,2806701,São Cristóvão,82.12,61.42,47.79,
SE,2806800,São Domingos,96.2,69.07,55.9,
SE,2806909,São Francisco,80.36,62.72,54.65,
SE,2807006,São Miguel do Aleixo,92.38,72.52,53.46,
SE,2807105,Simão Dias,82.31,70.5,54.63,
SE,2807204,Siriri,86.52,69.79,59.22,
SE,2807303,Telha,83.34,66.44,51.8,
SE,2807402,Tobias Barreto,82.28,67.19,52.81,
SE,2807501,Tomar do Geru,99.08,78.93,57.04,
SE,2807600,Umbaúba,90.83,71.85,55.61,
SP,3500105,Adamantina,55.63,48.59,42.86,
SP,3500204,Adolfo,60.94,49.51,42.22,
SP,3500303,Aguaí,59.44,52.85,43.68,
SP,3500402,Águas da Prata,59.83,53.35,46.28,
SP,3500501,Águas de Lindóia,56.16,50.73,44.06,
SP,3500550,Águas de Santa Bárbara,55.57,57.98,48.27,
SP,3500600,Águas de São Pedro,60.4,51,52.77,
SP,3500709,Agudos,66.35,54.15,43.38,
SP,3500758,Alambari,72.48,58.15,49.56,
SP,3500808,Alfredo Marcondes,50.95,50.1,47.61,
SP,3500907,Altair,62.76,51.76,44.34,
SP,3501004,Altinópolis,58.43,52,44.42,
SP,3501103,Alto Alegre,53.53,49.19,45.78,
SP,3501152,Alumínio,58.92,50.3,45,
SP,3501202,Álvares Florence,50.25,46.9,43.01,
SP,3501301,Álvares Machado,59.25,53.17,44.95,
SP,3501400,Álvaro de Carvalho,71.58,42.18,32.93,
SP,3501509,Alvinlândia,73.8,55.45,50.38,
SP,3501608,Americana,50.78,43.92,37.26,
SP,3501707,Américo Brasiliense,61.35,49.86,40.65,
SP,3501806,Américo de Campos,55.41,48.38,46.73,
SP,3501905,Amparo,56.38,48.04,40.6,
SP,3502002,Analândia,62.45,52,47.73,
SP,3502101,Andradina,54.55,47.73,41.9,
SP,3502200,Angatuba,63.94,53.49,45.33,
SP,3502309,Anhembi,62.7,59.07,52.08,
SP,3502408,Anhumas,60.18,52.41,47.21,
SP,3502507,Aparecida,56.25,48.19,40.61,
SP,3502606,Aparecida d'Oeste,58.48,49.23,47.8,
SP,3502705,Apiaí,77.15,64.01,52.29,
SP,3502754,Araçariguama,64.24,55.61,47.98,
SP,3502804,Araçatuba,53.3,44.92,39.72,
SP,3502903,Araçoiaba da Serra,61.13,52.94,45.13,
SP,3503000,Aramina,56.13,48.66,42.71,
SP,3503109,Arandu,68.01,57.79,46.23,
SP,3503158,Arapeí,66.93,61.7,50.7,
SP,3503208,Araraquara,54.12,45.24,38.87,
SP,3503307,Araras,56.66,47.73,39.36,
SP,3503356,Arco-Íris,61.32,51.79,45.05,
SP,3503406,Arealva,57.5,50.79,48.42,
SP,3503505,Areias,69.89,62.6,52.73,
SP,3503604,Areiópolis,69.86,59.18,45.2,
SP,3503703,Ariranha,51.39,51.14,42.9,
SP,3503802,Artur Nogueira,56.67,49.45,42.08,
SP,3503901,Arujá,66.96,52.13,43.05,
SP,3503950,Aspásia,55.86,49.6,43,
SP,3504008,Assis,55.11,47.13,40.99,
SP,3504107,Atibaia,60.52,50.94,44.19,
SP,3504206,Auriflama,54.75,48.47,41.05,
SP,3504305,Avaí,63.46,58.43,46.63,
SP,3504404,Avanhandava,62.16,58.03,46.09,
SP,3504503,Avaré,60.05,50.48,43.01,
SP,3504602,Bady Bassitt,53.23,46.82,40.81,
SP,3504701,Balbinos,58.37,55.75,47.52,
SP,3504800,Bálsamo,52.65,45.75,42.23,
SP,3504909,Bananal,64.94,54.15,49.21,
SP,3505005,Barão de Antonina,69.5,57.76,53.53,
SP,3505104,Barbosa,65.25,57.12,49.36,
SP,3505203,Bariri,57.03,53.33,47.46,
SP,3505302,Barra Bonita,54.13,44.55,38.22,
SP,3505351,Barra do Chapéu,82.78,67.22,56.68,
SP,3505401,Barra do Turvo,85.18,71.85,63.61,
SP,3505500,Barretos,57.34,49.03,41.43,
SP,3505609,Barrinha,69.92,55.19,43.85,
SP,3505708,Barueri,62.16,49.96,40.35,
SP,3505807,Bastos,58.8,51.53,44.02,
SP,3505906,Batatais,57.19,49.78,42.63,
SP,3506003,Bauru,55.33,47.29,41.3,
SP,3506102,Bebedouro,60.38,50.81,42.54,
SP,3506201,Bento de Abreu,58.53,51.9,44.85,
SP,3506300,Bernardino de Campos,60.96,57.44,49.84,
SP,3506359,Bertioga,55.71,51.92,46.99,
SP,3506409,Bilac,51.29,45.54,40.99,
SP,3506508,Birigui,50.32,43.75,38.86,
SP,3506607,Biritiba-Mirim,66.38,57.85,49.01,
SP,3506706,Boa Esperança do Sul,63.19,56.48,45.72,
SP,3506805,Bocaina,58.38,51.83,43.37,
SP,3506904,Bofete,63.76,58.11,51.77,
SP,3507001,Boituva,61.76,49.62,40.94,
SP,3507100,Bom Jesus dos Perdões,63.69,53.29,44.6,
SP,3507159,Bom Sucesso de Itararé,78.19,72.32,55.67,
SP,3507209,Borá,68.01,56.8,37.37,
SP,3507308,Boracéia,61.23,53.11,46.39,
SP,3507407,Borborema,57.12,48.79,43.06,
SP,3507456,Borebi,62.46,60.68,48.98,
SP,3507506,Botucatu,59.59,49.97,43.43,
SP,3507605,Bragança Paulista,58.18,49.48,41.41,
SP,3507704,Braúna,53.71,47.38,47.81,
SP,3507753,Brejo Alegre,62.65,50.95,43.76,
SP,3507803,Brodowski,55.73,52.47,44.6,
SP,3507902,Brotas,61.6,53.35,45.65,
SP,3508009,Buri,70.54,61.37,54.73,
SP,3508108,Buritama,57.8,48.23,41.52,
SP,3508207,Buritizal,55.3,49.41,42.96,
SP,3508306,Cabrália Paulista,63.71,58.15,47.02,
SP,3508405,Cabreúva,66.5,54.66,44.94,
SP,3508504,Caçapava,60,48.02,41.92,
SP,3508603,Cachoeira Paulista,62.4,50.92,43.69,
SP,3508702,Caconde,66.33,59.95,50.85,
SP,3508801,Cafelândia,62.79,53.49,45.53,
SP,3508900,Caiabu,58.54,54.96,46,
SP,3509007,Caieiras,60.08,50.05,40.7,
SP,3509106,Caiuá,67.55,53.89,45.97,
SP,3509205,Cajamar,65.49,51.7,41.97,
SP,3509254,Cajati,78.7,64.53,55.06,
SP,3509304,Cajobi,58.71,50.54,41.5,
SP,3509403,Cajuru,64.67,56.77,47.05,
SP,3509452,Campina do Monte Alegre,69.29,59.39,49.85,
SP,3509502,Campinas,51.34,43.95,38.41,
SP,3509601,Campo Limpo Paulista,63.33,49.59,40.92,
SP,3509700,Campos do Jordão,59.41,52.84,42.82,
SP,3509809,Campos Novos Paulista,65.7,53.71,52.42,
SP,3509908,Cananéia,74.89,64.17,54.26,
SP,3509957,Canas,63.22,56.18,49.76,
SP,3510005,Cândido Mota,58.89,52.75,44.12,
SP,3510104,Cândido Rodrigues,50,47.46,42.98,
SP,3510153,Canitar,68.61,58.37,54.44,
SP,3510203,Capão Bonito,71.7,59.76,49.7,
SP,3510302,Capela do Alto,67.25,58.71,46.45,
SP,3510401,Capivari,60.16,51.94,43.16,
SP,3510500,Caraguatatuba,63.46,52.04,45.47,
SP,3510609,Carapicuíba,59.43,47.46,41.19,
SP,3510708,Cardoso,60.09,52.3,46.07,
SP,3510807,Casa Branca,62.13,51.35,41.34,
SP,3510906,Cássia dos Coqueiros,59.19,56.63,47.98,
SP,3511003,Castilho,60.88,53.75,45.3,
SP,3511102,Catanduva,54.41,47.22,40.69,
SP,3511201,Catiguá,58.15,48.04,40.13,
SP,3511300,Cedral,54.58,47.8,45.45,
SP,3511409,Cerqueira César,60.38,53.89,47.76,
SP,3511508,Cerquilho,53.93,46.36,40.02,
SP,3511607,Cesário Lange,53.94,49.83,42.07,
SP,3511706,Charqueada,60.68,53.62,43.3,
SP,3511904,Clementina,59.47,52.66,42.1,
SP,3512001,Colina,62.32,52.57,42.65,
SP,3512100,Colômbia,63.94,53.06,41.7,
SP,3512209,Conchal,63.39,56.41,44.63,
SP,3512308,Conchas,58.13,54.61,49.8,
SP,3512407,Cordeirópolis,54.91,49.61,42.28,
SP,3512506,Coroados,58.93,51.16,41.69,
SP,3512605,Coronel Macedo,64.47,59.37,49.73,
SP,3512704,Corumbataí,66.46,56.32,46.8,
SP,3512803,Cosmópolis,57.09,48.35,41.36,
SP,3512902,Cosmorama,52.6,46.97,45.21,
SP,3513009,Cotia,62.62,49.34,42.05,
SP,3513108,Cravinhos,58.9,51.1,42.75,
SP,3513207,Cristais Paulista,71.19,55.94,43.47,
SP,3513306,Cruzália,61.13,46.55,41.86,
SP,3513405,Cruzeiro,60.1,49.56,42.89,
SP,3513504,Cubatão,55.24,47.74,41.35,
SP,3513603,Cunha,67.43,57.62,47.11,
SP,3513702,Descalvado,60.62,49.72,41.7,
SP,3513801,Diadema,56.21,46.32,39.52,
SP,3513850,Dirce Reis,59.61,50.14,45.1,
SP,3513900,Divinolândia,57.63,50.9,40.52,
SP,3514007,Dobrada,63.48,51.83,45,
SP,3514106,Dois Córregos,59.33,53.43,46.78,
SP,3514205,Dolcinópolis,53.86,47.6,45.93,
SP,3514304,Dourado,59.68,49.49,42.51,
SP,3514403,Dracena,53.97,46.69,42.71,
SP,3514502,Duartina,57.76,53.41,44.98,
SP,3514601,Dumont,59.51,49.85,41.12,
SP,3514700,Echaporã,59.87,56.69,48.9,
